"Provider Approval Number","Service Approval Number","Legal Name","Trading Name",Address,Suburb,State,Postcode,"Date Approval Granted",Conditions
PR-00007278,,"Cottesloe Child Care Centre Inc.","Cottesloe Child Care Centre Inc.","330 Marmion St",COTTESLOE,WA,6011,01/08/2012,
PR-00007281,,"Cuddles Childcare Centre - Carlisle Pty Ltd","Cuddles Childcare Centre - Carlisle Pty Ltd","PO BOX 3082","CARLISLE SOUTH",WA,6101,01/08/2012,
PR-00007282,,"Cuddles Childcare Centre Bertram Pty Ltd","Cuddles Childcare Centre Bertram Pty Ltd","PO BOX 3082","CARLISLE SOUTH",WA,6101,01/08/2012,
PR-00007284,,"Curtin University","Curtin University Early Childhood Centre","GPO BOX U1987",PERTH,WA,6845,01/08/2012,
PR-00007287,,"Dalwallinu Clubhouse Early Learning Centre Inc.","Dalwallinu Clubhouse Early Learning Centre Inc.","PO Box 161",DALWALLINU,WA,6609,01/08/2012,
PR-00007288,,"DAP Nominees Pty Ltd ATF Liberte Discretionary Trust","DAP Nominees Pty Ltd","PO Box 1126","BENTLEY DC",WA,6983,01/08/2012,
PR-00007290,,"Debian (2006) Pty Ltd ATF The Debian Trust","Glen Iris Child Care","273 Berrigan Dr",JANDAKOT,WA,6164,01/08/2012,
PR-00007291,,"Denmark Occasional Day Care Centre Inc.","Denmark Occasional Day Care Centre Inc.","81 South Coast Highway",DENMARK,WA,6333,01/08/2012,
PR-00007292,,"DJ Star Investments Pty Ltd","DJ Star Investments Pty Ltd","2 Hamilton Street","OSBORNE PARK",WA,6017,01/08/2012,
PR-00007296,,"Duncraig Early Learning Centre Inc.","Duncraig Early Learning Centre Inc.","43 Beddi Road",DUNCRAIG,WA,6023,01/08/2012,
PR-00007298,,"Play & Learn WA Pty Ltd","Play & Learn WA Pty Ltd","PO Box 2070",ROSSMOYNE,WA,6148,01/08/2012,
PR-00007300,,"Edgewater Out of School Care Centre Inc","Edgewater Out of School Care Centre Inc","PO BOX 44",WOODVALE,WA,6026,01/08/2012,
PR-00007302,,"Endeavour Child Care Centre Inc","Endeavour Child Care Centre Inc","P O Box 118",HILLARYS,WA,6923,01/08/2012,
PR-00007304,,"Escare Incorporated","Escare Incorporated","PO Box 850",ESPERANCE,WA,6450,01/08/2012,
PR-00007306,,"Ettedo Pty Ltd","Ettedo Pty Ltd","PO Box 561",DENMARK,WA,6333,01/08/2012,
PR-00007311,,"Forest Lakes/Thornlie Family Centre Inc.","Forest Lakes/Thornlie Family Centre Inc.","Lot 252 Towncentre Drive",THORNLIE,WA,6108,01/08/2012,
PR-00007313,,"Forrestdale Community Kindergarten Incorporated","Forrestdale Community Kindergarten Incorporated","5 Weld Street",FORRESTDALE,WA,6112,01/08/2012,
PR-40037280,,"LITTLE CUCUMBERS PTY LTD",,"5 Challenger Pl",MELVILLE,WA,6156,11/03/2024,
PR-40037511,,"Ashleigh Remigio",,"U 13  130 Keightley Rd W","SHENTON PARK",WA,6008,03/05/2024,
PR-40037562,,"AURA ACADEMY PTY LTD","Aura Academy","65 Marshall Way",SAMSON,WA,6163,20/06/2024,
PR-40037567,,"Huali Feng",,"6A Durham Way, Westminster,",WESTMINSTER,WA,6061,31/05/2024,
PR-40037615,,"STARLIGHT GEMS ELC PTY LTD","STARLIGHT GEMS ELC PTY LTD","U 12  1 Simper Street",WEMBLEY,WA,6014,21/03/2024,
PR-40037631,,"Albergo Pollo Pty Ltd ATF the Fortis Anima Trust & the Dam Trust","NORTHAM EARLY LEARNING CENTRE","17 Robinson St",NORTHAM,WA,6401,13/09/2024,
PR-40037647,,"RANDALL ENTERPRISES PTY LTD","Little Owls Child Care Centre","34 Santa Cruz Pkwy","SECRET HARBOUR",WA,6173,03/05/2024,
PR-40037659,,"Jemila Raphael",,"12 Jersey St",NARROGIN,WA,6312,19/07/2024,
PR-40037738,,"PATHWAYS EARLY LEARNING PTY LTD",,"12 BATHS WAY","BURNS BEACH",WA,6028,19/07/2024,
PR-40037854,,"Jaliz Morley Pty Ltd ATF CCG Morley Trust",,"115 Robert St","HENLEY BROOK",WA,6055,20/05/2024,
PR-40013875,,"Early Childhood School Pty Ltd",,"797 Canning Hwy",APPLECROSS,WA,6153,30/01/2018,
PR-40014143,,"Milbank Nominees Pty Ltd ATF Johnston T & B Family Trust","Broome Daycare Centre","PO BOX 731",BROOME,WA,6725,07/02/2018,
PR-40014155,,"THE V & W PTY LTD","Beckenham Early Learning","205 PADBURY AV",MILLENDON,WA,6056,20/02/2018,
PR-40014156,,"WA Bright Kids Family Day Care Scheme Pty Ltd","WA BRIGHT KIDS FDC","SHOP 11 885 ALBANY HWY","EAST VICTORIA PARK",WA,6101,22/02/2018,
PR-40014165,,"Trinity Early Learning School Pty Ltd","Trinity Early Learning School","PO Box 413","QUINNS ROCKS",WA,6030,13/02/2018,
PR-40014389,,"Kipos Pty Ltd atf Kipos Unit Trust","Kipos Pty Ltd atf Kipos Unit Trust","PO Box 145",Nedlands,WA,6009,20/04/2018,
PR-40014390,,"SQUISHY FISH PTY LTD",,"4 Russelia St","CANNING VALE",WA,6155,27/02/2018,
PR-40014428,,"Simcorp Enterprises PTY LTD","Kids On Carrington Childcare","50 Marcus Avenue",BOORAGOON,WA,6154,02/03/2018,
PR-40014657,,"Kosy (WA) Pty Ltd",,"101 Harrison Street",NOLLAMARA,WA,6061,14/03/2018,
PR-40001293,,"City West Kidz Pty Ltd",,"City West Centre City West, Se 000  102 Railway St","WEST PERTH",WA,6005,02/12/2013,
PR-40030072,,"TRICERATOPS WA PTY LTD",,"C/O UTOPIA CA PTY LTD, Suite B13,  431 Roberts Road, SUBIACO WA 6008",SUBIACO,WA,6008,24/08/2022,
PR-40030220,,"MA EDUCATION GROUP PTY LTD",,"U 19  116 Mounts Bay Rd",PERTH,WA,6000,24/08/2022,
PR-40030229,,"Budding Sproutz Pty Ltd","Budding Sproutz Miniversity","213 Labouchere Road",COMO,WA,6152,30/08/2022,
PR-40030709,,"AVANTI EDUCATION PTY LTD","Avanti Education","35 Fleming Ave",WILSON,WA,6107,21/11/2022,
PR-40028188,,"H&H GLOBAL VENTURE PTY LTD",,"295 Alexander Dr",DIANELLA,WA,6059,24/02/2022,"From 25 July 2022, the approved provider must not appoint or allow a person to act or continue to act as an officer of the corporation within the meaning of the Corporations Act (Cth) unless it has first obtained the Regulatory Authority’s written consent.   "
PR-40028317,,"EUROLYNX PTY LTD",,"192 Barfield Road","HAMMOND PARK",WA,6164,22/02/2022,
PR-40028339,,"NOVUS FAMILIA PTY LTD",,"1 Britannia Place","SOUTH KALGOORLIE",WA,6430,15/02/2022,
PR-40028420,,"ECEC SERVICES PTY LTD",,"U 13  40 St Quentin Ave",CLAREMONT,WA,6010,14/03/2022,
PR-40028477,,"MEGALOSAURUS PTY LTD",,"Suite 13b / 431 Roberts Rd",SUBIACO,WA,6008,22/02/2022,
PR-40028834,,"Sarah Penn",,"10 Grant Street",BULGARRA,WA,6714,26/08/2022,
PR-40028839,,"F & M CHILDCARE PTY LTD",N/A,"49 Woodville St","NORTH PERTH",WA,6006,30/03/2022,
PR-40029023,,"TREASURED MOMENTS CHILDCARE PTY LTD",,"13 Bulwark Ave",ALKIMOS,WA,6038,15/07/2022,
PR-40029083,,"Bilingual Me Early Learning Pty Ltd","Bilingual Me Early Learning","46 NORTH LAKE RD",MYAREE,WA,6154,29/06/2022,
PR-00009694,,"Cuddles Childcare Swan View Pty Ltd","Cuddles Early Learning & Childcare Swan View","PO BOX 390",BYFORD,WA,6122,30/08/2024,
PR-00009707,,"ZEPNICK-NUNN PTY LTD","Little Pearlers Early Learning Centre","PO BOX 1292",BROOME,WA,6725,23/10/2024,
PR-00009712,,"VICTORY LIFE BROOME INCORPORATED","Pindan Kids Child Care","PO BOX 870",BROOME,WA,6725,11/10/2024,
PR-00009730,,"LITTLE TREEHOUSE CHILD CARE CENTRE PTY LTD","Little Treehouse Child Care Centre","821 FRENCHMAN BAY RD","BIG GROVE",WA,6330,09/10/2024,
PR-00009736,,"Mirai Holdings WA Pty Ltd atf The Mirai Family Trust","Mirai Holdings WA","63 NORTH LAKE RD",MYAREE,WA,6154,03/10/2024,
PR-00009750,,"JELLY TOTS EARLY LEARNING CENTRES PTY LTD","Jelly Tots Early Learning Centres","15 OGILVIE RD","MOUNT PLEASANT",WA,6153,18/09/2024,
PR-00009764,,"Sarah Maree Jones",,"5 HEARSON AV",EGLINTON,WA,6034,27/09/2024,
PR-00009817,,"STEP BY STEP EARLY LEARNING PTY LTD","STEP BY STEP EARLY LEARNING PTY LTD","SHOP 2 75 HONEYWELL BVD",MIRRABOOKA,WA,6061,26/09/2024,
PR-40005040,,"Shire of Ravensthorpe","Shire of Ravensthorpe","PO Box 43",RAVENSTHORPE,WA,6346,25/08/2015,
PR-40005163,,"Helen Kathrine Randall",,"34 Santa Cruz Pkwy","SECRET HARBOUR",WA,6173,03/09/2015,
PR-40005414,,"Montessori Gardens Pty Ltd ATF Montessori Gardens Unit Trust",,"4 Brookside Gardens",CAVERSHAM,WA,6055,09/09/2015,
PR-40000486,,"TBZ LEYTE HOLDINGS PTY LTD","TBZ Leyte Holdings Pty Ltd","66 Kiap Rd","SOUTH YUNDERUP",WA,6208,15/03/2013,
PR-40000679,,"Lifestreams Christian Church Inc.","Lifestreams Christian Church","PO Box 1075","BENTLEY DC",WA,6983,23/04/2013,
PR-40000687,,"Children Heaven Family Day Care Pty Ltd","Children Heaven Family Day Care","U 1 / 795 Beaufort St","MOUNT LAWLEY",WA,6050,13/05/2013,
PR-40012380,,"Vanessa Leigh Whittington","Kiddo's OSHC & Vacation Care","17 Rosewood Hts",ELLENBROOK,WA,6069,21/09/2017,
PR-40012396,,"PRIME TRAINING COLLEGE PTY LTD","New Directions FDC","UNIT 5 795 BEAUFORT ST","MOUNT LAWLEY",WA,6050,21/11/2017,
PR-40012622,,"Early Years WA PTYLTD",,"89 Waterperry Dr","CANNING VALE",WA,6155,12/10/2017,
PR-40012711,,"Cuddles Childcare Centre South Lake Pty Ltd",,"PO Box 3082","CARLISLE SOUTH",WA,6101,06/10/2017,
PR-40035529,,"EXCELL ACADEMY (WA) PTY LTD",,"72 Lucerne Circuit","CHAMPION LAKES",WA,6111,16/11/2023,
PR-40035608,,"Kindra Early Learning Pty Ltd","Kindra Early Learning","11 Seville Way","AUBIN GROVE",WA,6164,24/11/2023,
PR-40035802,,"Liying Wei","Little Light Preschool","7 Judge Ave",CLAREMONT,WA,6010,22/12/2023,
PR-40035811,,"SALTWATER VENTURES PTY LTD",,"23 Elderslie Way",DUNCRAIG,WA,6023,22/12/2023,
PR-40035935,,"ABOUT CHILD CARE CONSULTING PTY LTD","A1 Fun North Pinjarra","Stirling Partners, PO Box 777",CLAREMONT,WA,6910,29/02/2024,
PR-40036006,,"Learning Lovers Pty Ltd ATF S and M Bianchini Family Trust","Daisy's Early Learning and Care","118 Tenth Ave",INGLEWOOD,WA,6052,26/02/2024,
PR-40036096,,"KODOMO CARE PTY LTD","Kodomo Care","PO Box 465 Capel",CAPEL,WA,6271,22/01/2024,
PR-40036192,,"RNN ENTERPRISES PTY LTD ATF RNN FAMILY TRUST",,"29 Raphael Rise",LANDSDALE,WA,6065,03/01/2024,
PR-40036248,,"Braemount & Longford Holdings Pty Ltd ATF the HMB Family Trust",,"5 Braemount Rd",DARCH,WA,6065,07/03/2024,
PR-40036304,,"Kaya Horizons Pty Ltd","Kaya Horizons Pty Ltd","15 MALONE LOOP","MEADOW SPRINGS",WA,6210,06/03/2024,
PR-40036326,,"Littletree Holdings PTY LTD","Little Grots Farm Kindy","82 Welwyn Ave","SALTER POINT",WA,6152,25/03/2024,
PR-40026650,,"Treasured Tots Early Education Piara Waters Pty Ltd","Treasured Tots Early Education","PO BOX 1691","MELVILLE SOUTH",WA,6156,29/07/2021,
PR-40026966,,"MATTEKAH PTY LTD",,"10 Fairview Pl",DIANELLA,WA,6059,05/10/2021,
PR-40027059,,"Trex Pty Ltd","Trex Pty Ltd","C/O UTOPIA CA PTY LTD, Suite B13, 431 Roberts Road",SUBIACO,WA,6008,13/10/2021,
PR-40027292,,"SNS Childcare Pty Ltd","SNS Early Learning","GPO Box 2511","PERTH ST GEORGES TCE",WA,6831,17/02/2022,
PR-40027345,,"Matese Pty Ltd","Turtle Cove Early Learning Centre Central","44 GERTRUDE ST",GERALDTON,WA,6530,14/02/2022,
PR-40027423,,"MURRAY FORREST FRIENDS PTY LTD","Murray Forrest Friends","58 Paceway court",PINJARRA,WA,6208,19/01/2022,
PR-40011786,,"METHODIST LADIES' COLLEGE",,"Methodist Ladies College, 356 Stirling Hwy",CLAREMONT,WA,6010,20/07/2017,
PR-40012019,,"BAYMEADOW PTY LTD ATF The Currumbine Early Learning Centre Unit Trust",,"51 Walter Rd W",DIANELLA,WA,6059,26/07/2017,
PR-40012050,,"Albany OSHC Pty Ltd as trustee for Levingston Family Trust","Albany OSHC","14 Kendell Ct",WARRENUP,WA,6330,30/08/2017,
PR-40012094,,"Amity Early Learning Pty Ltd","Amity Early Learning Pty Ltd","187 Anchorage Dr",MINDARIE,WA,6030,04/08/2017,
PR-40019839,,"3 LITTLE KIDS PTY LTD","3 Little Kids","9 Dealey Elb",HARRISDALE,WA,6112,11/07/2019,
PR-40019895,,"KINGFISHER HOLDINGS WA PTY LTD",,"68 Gilbertson Rd",KARDINYA,WA,6163,24/06/2019,
PR-40019954,,"LEX EDUCATION PTY LTD","LEX EDUCATION","PO Box 1225","OSBORNE PARK",WA,6916,28/06/2019,
PR-40020046,,"CONNECT LEARNING AFTER SCHOOL PTY LTD","Connect Learning After School","14 Gwilliam Dr","BIBRA LAKE",WA,6163,06/08/2019,
PR-40020151,,"Tildamo Pty Ltd",,"8 Smith St","MOSMAN PARK",WA,6012,18/06/2019,
PR-40020555,,"Panda Early Learning Centre Pty Ltd",,"1 Cushing Rd",ALKIMOS,WA,6038,03/09/2019,
PR-40020572,,"RADIAM EARLY LEARNING PTY LTD",,"UNIT 14 127 HERDSMAN PDE",WEMBLEY,WA,6014,17/09/2019,
PR-40023689,,"GosnellsCC Pty Ltd ATF The Trustee for Gosnells CC Unit Trust","Sonas Early Learning & Care Gosnells","69 Poincaire St",BALCATTA,WA,6021,11/09/2020,
PR-40023848,,"Navin Bhandari ATF Baba Education Trust","Freo Kindy","15 Massicot Road",TREEBY,WA,6164,06/11/2020,
PR-00010589,,"LITTLE PILLARS PTY LTD",,"8 HILL CT",THORNLIE,WA,6108,08/08/2025,"From the date of approval, the approved provider must not appoint or allow a person to act or continue to act as an officer of the corporation within the meaning of the Corporations Act (Cth) unless it has first obtained the Regulatory Authority's written consent."
PR-00010595,,"WRIGHT HORIZONS CHILDCARE PTY LTD","WRIGHT HORIZONS CHILDCARE PTY LTD","2 ORIEL CT","COLLEGE GROVE",WA,6230,14/05/2025,
PR-00010599,,"J & J SERVICE GROUP PTY LTD",,"19 PHOENIX ST",DIANELLA,WA,6059,08/07/2025,
PR-00010611,,"KISIMA PTY LTD","MILLARS WELL OUTSIDE SCHOOL HOURS CARE","13 NYAMINA RD",BAYNTON,WA,6714,25/06/2025,
PR-00010616,,"FAMILY FIRST EARLY LEARNING CENTRE PTY LTD","Family First Early Learning Centre","6 SIRROCCO DR",ERSKINE,WA,6210,08/05/2025,
PR-00010648,,"SOPHEM PTY LTD",,"40 FREEDMAN WAY",WINTHROP,WA,6150,27/05/2025,
PR-00010656,,"KOALA CARE AUSTRALIA PTY LTD","Ashdale OSHC","Unit 2, 18 Niche Parade",WANGARA,WA,6065,29/05/2025,
PR-00010737,,"INTELLIBRAINS PTY LTD","MindChamps Early Learning @ Samson","6 RIGA CR",WILLETTON,WA,6155,29/05/2025,
PR-00010762,,"Alypex PTY LTD ATF G S Chana Family Trust","Alypex PTY LTD ATF G S Chana Family Trust","68 KALYANG LOOP",BYFORD,WA,6122,11/07/2025,
PR-00010768,,"THE LITTLE COLLEGE PTY LTD","The Little College","4 COOMA ST",WANNEROO,WA,6065,29/05/2025,
PR-00010787,,"Kinder Blossoms Pty Ltd",,"40 ROCKLEA CR",ELLENBROOK,WA,6069,11/08/2025,
PR-00010822,,"CHD CHILD CARE PTY LTD","CHD CHILD CARE PTY LTD","15 ROMA VSTA",ELLENBROOK,WA,6069,11/07/2025,
PR-40008553,,"RCC Holdings (WA) Pty Ltd ATF the RCC Trust",,"54 Constellation Dr","OCEAN REEF",WA,6027,23/08/2016,
PR-40008828,,"True North Childcare (Inc)",,"19 Scaphella Ave",MULLALOO,WA,6027,30/09/2016,
PR-40009178,,"SWEDISH BILINGUAL CHILD CARE CENTRE PTY LTD","SWEDISH BILINGUAL CHILD CARE CENTRE","6 Alata Pl",DUNCRAIG,WA,6023,08/11/2016,
PR-40001871,,"Claremont Bright Beginnings Inc","Claremont Bright Beginnings Inc","PO Box 214",CLAREMONT,WA,6910,03/06/2014,
PR-40002091,,"Penelope May Hudson","Inglewood Academy","19a Sexton Road",INGLEWOOD,WA,6052,23/07/2014,
PR-40002215,,"Splendida Corporation Pty Ltd ATF 3 Babies Family Trust","Butterflies Play Centre","PO Box 391",COWARAMUP,WA,6284,14/08/2014,
PR-00007535,,"Penleaze Pty Ltd ATF The Fishleigh Family Trust","Smart Start","24 Ridge St","WEMBLEY DOWNS",WA,6019,01/08/2012,
PR-00007537,,"Perth College Incorporated","Perth College Incorporated","PO BOX 25","MOUNT LAWLEY",WA,6929,01/08/2012,
PR-00007538,,"Perth Hebrew Congregation Inc.","Perth Hebrew Congregation Inc.","28 Freedman Rd",MENORA,WA,6050,01/08/2012,
PR-00007540,,"Play2Learn Kindy Pty Ltd","Play2Learn Kindy Pty Ltd","7 Darley Circle",BULLCREEK,WA,6149,01/08/2012,
PR-00007542,,"Pocketmoney Holdings Pty Ltd","Pocketmoney Holdings Pty Ltd","29 Heyerdahl Way","DUDLEY PARK",WA,6210,01/08/2012,
PR-00007546,,"Quinns Rocks Three Year Old Programme Inc","Quinns Rocks Three Year Old Programme Inc","PO Box 2174",CLARKSON,WA,6030,01/08/2012,
PR-00007547,,"Raema Pty Ltd ATF The McQue Family Trust","RAEMA Pty Ltd","21 Keehner Ent",MARTIN,WA,6110,01/08/2012,
PR-00007548,,"Rainbow Child Care Centre Inc","Rainbow Child Care Centre Inc","15 Anson Road",ALBANY,WA,6330,01/08/2012,
PR-00007552,,"Regent College Incorporated","Regent College Incorporated","22 Colombo Street","VICTORIA PARK",WA,6100,01/08/2012,
PR-00007553,,"Ren & J Care Pty Ltd","Ren & J Care Pty Ltd","2 Boxall Place",CHURCHLANDS,WA,6018,01/08/2012,
PR-00007554,,"The Trustee for The P Everett Trust","Warooga Child Care Centre and Warooga Child Care Centre Southern River","88 Simper Street",WEMBLEY,WA,6014,01/08/2012,
PR-00007555,,"Riverlinks Child Care & Community Centre Inc","Riverlinks Child Care & Community Centre Inc","P O Box A136",AUSTRALIND,WA,6233,01/08/2012,
PR-00007556,,"Robbay Pty Ltd","Robbay Pty Ltd","1 Gannon Glen",MUNDARING,WA,6073,01/08/2012,
PR-00007557,,"Rockingham Early Learning And Child Care Centre Inc (RELACCC)","Rockingham Early Learning And Child Care Centre Inc","PO Box 1001, Rockingham City",ROCKINGHAM,WA,6168,01/08/2012,
PR-00007558,,"Rocky Ridge Geraldton Pty Ltd ATF The Burton Family Trust","Rocky Ridge Geraldton Pty Ltd ATF The Burton Family Trust","7 Atlantic Brace",WANDINA,WA,6530,01/08/2012,
PR-00007559,,"Rose Nowers Early Learning Centre Inc","Rose Nowers Early Learning Centre Inc","PO Box 2055","SOUTH HEDLAND",WA,6722,01/08/2012,
PR-00007561,,"Rossi Child Care Centres Pty Ltd","Rossi Child Care Centres Pty Ltd","68 BROUN AV",EMBLETON,WA,6062,01/08/2012,
PR-00007562,,"S & A Chemello Pty Ltd","S & A Chemello Pty Ltd","UNIT 2 18 NICHE PDE",WANGARA,WA,6065,01/08/2012,
PR-00007563,,"S Pollard And Associates PTY LTD ATF The Pollard Consulting Trust","S Pollard and Associates Pty Ltd","PO BOX 1094","WANGARA DC",WA,6947,01/08/2012,
PR-00007564,,"The Salvation Army (Western Australia) Property Trust","The Salvation Army (Western Australia) Property Trust","PO Box 2607",WARWICK,WA,6024,01/08/2012,
PR-00007571,,"Shire of Augusta- Margaret River","Shire of Augusta- Margaret River","PO Box 61","MARGARET RIVER",WA,6285,01/08/2012,
PR-00007573,,"City of Busselton","City of Busselton","Locked Bag 1",BUSSELTON,WA,6280,01/08/2012,
PR-00007575,,"Shire of Dardanup","Shire of Dardanup","PO Box 7016",EATON,WA,6232,01/08/2012,
PR-00007576,,"Shire of Harvey","Shire of Harvey","PO Box 500",HARVEY,WA,6220,01/08/2012,
PR-00007577,,"Shire of Kulin","Shire of Kulin","PO Box 124",KULIN,WA,6365,01/08/2012,
PR-00007578,,"Shire of Leonora","Shire of Leonora","PO Box 56",LEONORA,WA,6438,01/08/2012,
PR-00007580,,"Shire of Moora","Shire of Moora","P O Box 211",MOORA,WA,6510,01/08/2012,
PR-00007581,,"Shire of Mundaring","Shire of Mundaring","PO Box 1010",MIDLAND,WA,6936,01/08/2012,
PR-00007585,,"Shire of Williams","Shire of Williams","PO BOX 96",WILLIAMS,WA,6391,14/07/2012,
PR-00007586,,"Shire of Wyndham East Kimberley","Shire of Wyndham East Kimberley","PO BOX 614",KUNUNURRA,WA,6743,01/08/2012,
PR-00007587,,"Showclass Pty Ltd ATF Godwin Family Trust","Showclass Pty Ltd ATF Godwin Family Trust","2 MILSON PL",O'CONNOR,WA,6163,01/08/2012,
PR-00007590,,"Simaar Holdings Pty Ltd","Simaar Holdings Pty Ltd","67 David Street",ALBANY,WA,6330,01/08/2012,
PR-00007591,,"Skoolz Out Pty Ltd ATF R & N Family Trust","Skoolz Out","2 Ripplevale Cir",CARRAMAR,WA,6031,01/08/2012,
PR-00007592,,"Skymaker Holdings Pty Ltd","Skymaker Holdings Pty Ltd","50A VICTORIA AV",CLAREMONT,WA,6010,01/08/2012,
PR-00007593,,"South Lake Child Care Centre Inc.","South Lake Child Care Centre Inc.","South Lakes Child Care Centre, 2 South Lake Dr","SOUTH LAKE",WA,6164,01/08/2012,
PR-00007594,,"SRR Walker Holdings Pty Ltd","SRR Walker Holdings Pty Ltd","265 Berwick Street","EAST VICTORIA PARK",WA,6101,01/08/2012,
PR-00007596,,"St Mary's Anglican Girls' School Inc","St Mary's Anglican Girls' School Inc","PO Box 105",KARRINYUP,WA,6921,01/08/2012,
PR-00007598,,"Stratton Out of School Care Service Inc","Stratton Out of School Care Service Inc","PO Box 1730",MIDLAND,WA,6056,01/08/2012,
PR-00007599,,"Subiaco Out of School Centre Inc","Subiaco Out of School Centre Inc","160 Hamersley Road",SUBIACO,WA,6008,01/08/2012,
PR-00007600,,"Subicare Child Care Centre Inc.","Subicare Child Care Centre Inc.","295 Bagot Road",SUBIACO,WA,6008,01/08/2012,
PR-00007601,,"Sudbury Community House Assn Inc","Sudbury Community House Assn Inc","30 Chesterfield Rd",MIRRABOOKA,WA,6061,01/08/2012,
PR-00007602,,"Sunline Corporation Pty Ltd","Sunline Corporation Pty Ltd","5 Millard Street",EATON,WA,6232,01/08/2012,
PR-00007603,,"Sunnie Holdings Pty Ltd","Sunnie Holdings Pty Ltd","30 Messina Ave",STIRLING,WA,6021,01/08/2012,
PR-00007610,,"The Anglican Schools Commission Incorporated","The Anglican Schools Commission Incorporated","PO Box 41",MIRRABOOKA,WA,6941,01/08/2012,
PR-00007614,,"The Childrens Hospital Child Care Centre Association Inc","The Childrens Hospital Child Care Centre Association Inc","Perth Childrens Hospital, 15 Hospital Ave",NEDLANDS,WA,6009,01/08/2012,
PR-00007615,,"The Early Years Company Pty Ltd ATF The Early Years Trust","The Early Years Company Pty Ltd ATF The Early Years Trust","PO Box 214",CLAREMONT,WA,6910,01/08/2012,
PR-00007616,,"The Evelyn Enrichment Foundation Ltd","The Evelyn Enrichment Foundation Ltd","118 Stonehaven Parade",KINROSS,WA,6028,01/08/2012,
PR-00007617,,"Western Australian Police and Community Youth Centres Incorporated","Western Australian Police and Community Youth Centres Incorporated","WA PCYC Head Office, Home Base Wembley, 55 Salvado Road",SUBIACO,WA,6008,01/08/2012,
PR-00007619,,"The Gowrie WA Inc","The Gowrie WA Inc","61 Lowan Loop",KARAWARRA,WA,6152,01/08/2012,
PR-00007620,,"The Kalgoorlie Creche Incorporated","The Kalgoorlie Creche Incorporated","PO Box 1023",KALGOORLIE,WA,6430,01/08/2012,
PR-00007622,,"The Murdoch University Child Care Association Incorporated","The Murdoch University Child Care Association Incorporated","Murdoch University Child Care Centre, Murdoch University South Street Campus",MURDOCH,WA,6150,01/08/2012,
PR-00007623,,"The Nintirri Centre Incorporated","The Nintirri Centre Incorporated","PO Box 76","TOM PRICE",WA,6751,01/08/2012,
PR-00007624,,"The Riverdale Child Care and Community Association Inc","The Riverdale Child Care And Community Association Inc","57 River Road",KELMSCOTT,WA,6111,01/08/2012,
PR-00007627,,"The University Of Western Australia","The University Of Western Australia","35 Stirling Highway",CRAWLEY,WA,6009,01/08/2012,
PR-00007628,,"The Yangebup Family Centre Inc","The Yangebup Family Centre Inc","PO Box 3039",SUCCESS,WA,6964,01/08/2012,
PR-00007629,,"The Young Mens Christian Association of Western Australia Incorporated","YMCA WA","PO Box 2155","CARLISLE NORTH",WA,6101,01/08/2012,
PR-00007630,,"Three Springs Childcare Inc","Three Springs Childcare Inc","PO Box 248","THREE SPRINGS",WA,6519,10/08/2012,
PR-00007631,,"Tiddlywinks Pty Ltd","Tiddlywinks Pty Ltd","4 Read Avenue","MOSMAN PARK",WA,6012,01/08/2012,
PR-00007632,,"Tiny Tots Child Care Centre Pty Ltd","Tiny Tots Child Care Centre Pty Ltd","P O Box 5320",ROCKINGHAM,WA,6168,01/08/2012,
PR-00007634,,"Town of Bassendean","Town of Bassendean","PO Box 87",BASSENDEAN,WA,6934,01/08/2012,
PR-00007635,,"City of Kwinana","City of Kwinana","PO Box 21",KWINANA,WA,6966,01/08/2012,
PR-00007638,,"Tranby College","Tranby College","Tranby College, 90 Arpenteur Dr",BALDIVIS,WA,6171,01/08/2012,
PR-00007639,,"Treasure Island Child Care Centre Inc","Treasure Island Child Care Centre Inc","30 Cecil Ave",CANNINGTON,WA,6107,01/08/2012,
PR-00007640,,"Treehouse Childcare Centre Inc.","Treehouse Childcare Centre Inc.","2 Steere Street",DONNYBROOK,WA,6239,01/08/2012,
PR-00007641,,"Treloar Child Care Centre Incorporated","Treloar Child Care Centre Incorporated","PO Box 2626","SOUTH HEDLAND",WA,6722,01/08/2012,
PR-00007645,,"Valentine Jude Pty Ltd","Valentine Jude Pty Ltd","11 Lilac Place",HUNTINGDALE,WA,6110,01/08/2012,
PR-00007647,,"Vassallo Corporation Pty Ltd","Vassallo Corporation Pty Ltd","PO Box 7172","APPLECROSS NORTH",WA,6153,01/08/2012,
PR-00007648,,"View Developments Pty Ltd ATF Greenhills Trust","View Developments Pty Ltd ATF Greenhills Trust","P.O. Box 1094","WANGARA DC",WA,6947,01/08/2012,
PR-00007651,,"W.K.O Pty Ltd","W.K.O Pty Ltd","30 Redgum Way",MORLEY,WA,6062,01/08/2012,
PR-00007652,,"Walpole Family Centre Inc.","Walpole Family Centre Inc.","P O Box 175",WALPOLE,WA,6398,01/08/2012,
PR-00007655,,"WCC Holdings Pty Ltd ATF WCC Trust","WCC Holdings Pty Ltd ATF WCC Trust","54 Constellation Drive","OCEAN REEF",WA,6027,01/08/2012,
PR-00007656,,"Wesbrel Pty Ltd Trustee For The Steele Family Trust","Play's Kool Floreat","PO Box 1804",MANDURAH,WA,6210,01/08/2012,
