"Provider Approval Number","Service Approval Number","Legal Name","Trading Name",Address,Suburb,State,Postcode,"Date Approval Granted",Conditions
PR-00006233,,"Mount Gambier Out of School Hours Care Service Inc","Mount Gambier Out of School Hours Care Service Inc","C/- Reidy Park Primary School, O'Halloran Terrace","MOUNT GAMBIER",SA,5290,01/01/2012,
PR-00006234,,"Mount Pleasant Primary School Council Inc","Mount Pleasant Primary School Council Inc","22 Hospital Road","MOUNT PLEASANT",SA,5235,01/01/2012,
PR-00006235,,"Mundow Holdings Pty Ltd","Little Seeds Early Learning Village","PO Box 368",NAIRNE,SA,5252,01/01/2012,
PR-00006236,,"Munno Para Primary School Governing Council Inc","Munno Para Primary School Governing Council Inc","Maltarra Rd","MUNNO PARA",SA,5115,01/01/2012,
PR-00006237,,"Murray Bridge Community Children's Centre Inc","Murray Bridge Community Children's Centre Inc","PO Box 586","MURRAY BRIDGE",SA,5253,01/01/2012,
PR-00006238,,"Murray Bridge North Primary School Council Inc","Murray Bridge North Primary School Council Inc","1 North Terrace","MURRAY BRIDGE",SA,5253,01/01/2012,
PR-00006239,,"Murray Bridge South Primary School Council Inc","Murray Bridge South Primary School Council Inc","54 Joyce Street","MURRAY BRIDGE",SA,5253,01/01/2012,
PR-00006240,,"Nailsworth Primary School Council Inc","Nailsworth Primary School Council Inc","2 Balfour St",NAILSWORTH,SA,5083,01/01/2012,
PR-00006241,,"Nairne Primary School Council Inc","Nairne Primary School Council Inc","PO Box 105",NAIRNE,SA,5252,01/01/2012,
PR-00006242,,"Naracoorte Child Day Care Centre Inc","Naracoorte Child Day Care Centre Inc","39 Park Terrace",NARACOORTE,SA,5271,01/01/2012,
PR-00006243,,"Naracoorte Primary School Governing Council Inc","Naracoorte Primary School Governing Council Inc","C/- Naracoorte Primary School, PO BOX 534",NARACOORTE,SA,5271,01/01/2012,
PR-00006245,,"Nazareth Catholic Community","Nazareth Catholic Community","PO Box 28",FINDON,SA,5023,01/01/2012,
PR-00006247,,"Lucky Stars ELC Pty Ltd","Lucky Stars ELC Pty Ltd","PO Box 2124","ELIZABETH PARK",SA,5113,01/01/2012,
PR-00006248,,"Nicolson Avenue Primary School Council Inc","Nicolson Avenue Primary School Council Inc","Nicolson Avenue Primary School, 91 Nicolson Ave","WHYALLA NORRIE",SA,5608,01/01/2012,
PR-00006249,,"Noarlunga Community Children's Centres Inc","Noarlunga Community Children's Centres Inc","PO Box 611","NOARLUNGA CENTRE",SA,5168,01/01/2012,
PR-00006252,,"North Adelaide Primary School Council Inc","North Adelaide Primary School Council Inc","North AdelaidePrimary School, 62-80 Tynte St","NORTH ADELAIDE",SA,5006,01/01/2012,
PR-00006253,,"North East Community Children's Centre Inc","North East Community Children's Centre","489B North East Road",HILLCREST,SA,5086,01/01/2012,
PR-00006254,,"North Haven Primary School Council Inc","North Haven Primary School Council Inc","North Haven Primary School, 15 Tapping Cres","NORTH HAVEN",SA,5018,01/01/2012,
PR-00006255,,"Northern Area Community and Youth Services Inc","Northern Area Community and Youth Services Inc","PO Box 1518","DAVOREN PARK",SA,5113,01/01/2012,
PR-00006256,,"Northfield Primary School Council Inc","Northfield Primary School Council Inc","North Ave",NORTHFIELD,SA,5085,01/01/2012,
PR-00006257,,"Northgate Children's Services Pty Ltd","Northgate Children's Services Pty Ltd","5 McKinley Court","MAWSON LAKES",SA,5095,01/01/2012,
PR-00006258,,"Norton Summit Primary School Council","Norton Summit Primary School Council Inc.","15 Crescent Drive","NORTON SUMMIT",SA,5136,01/01/2012,
PR-00006259,,"Norwood Out Of School Hours Care Inc","Norwood Out Of School Hours Care Inc","37 Osmond Terrace",NORWOOD,SA,5067,01/01/2012,
PR-00006263,,"Oasis Community Children's Centre Inc","Oasis Community Children's Centre Inc","27 Ann Street",SALISBURY,SA,5108,01/01/2012,
PR-00006264,,"OBMC Pty Ltd","OBMC Pty Ltd","285 Milne Road","MODBURY NORTH",SA,5092,01/01/2012,
PR-00006265,,"Ocean View College Children's Centre (Child Care) Inc","Ocean View College Children's Centre (Child Care) Inc","23 Gedville Road",TAPEROO,SA,5017,01/01/2012,
PR-00006266,,"Ocean View P-12 College Council Inc","Ocean View P-12 College Council Inc","23 Gedville Rd",TAPEROO,SA,5017,01/01/2012,
PR-00006267,,"O'Sullivan Beach Governing Council","O'Sullivan Beach Governing Council","51 Galloway Rd","O'SULLIVAN BEACH",SA,5166,01/01/2012,
PR-00006273,,"Our Saviour Lutheran School","Our Saviour Lutheran School","28 Taylors Rd West","ABERFOYLE PARK",SA,5159,01/01/2012,
PR-00006274,,"Para Vista PS Council","Para Vista PS Council","351 Montague Rd","PARA VISTA",SA,5093,01/01/2012,
PR-00006275,,"Para West Adult Campus Governing Council Inc","Para West Adult Campus Governing Council Inc","PO Box 700","DAVOREN PARK SOUTH",SA,5113,01/01/2012,
PR-00006276,,"Paradise Child Care Centre Inc","Paradise Child Care Centre Inc","67 Darley Road",PARADISE,SA,5075,01/01/2012,
PR-00006277,,"Assembly of God Paradise Inc","Paradise Community Church","57 Darley Rd",PARADISE,SA,5075,01/01/2012,
PR-00006280,,"Parafield Gardens Primary School OSHC / Vacation Care","Parafield Gardens Primary School OSHC / Vacation Care","23 Shepherdson Road","PARAFIELD GARDENS",SA,5107,01/01/2012,
PR-00006283,,"Pimpala Primary School Council Inc","Pimpala Primary School Council Inc","Pimpala Primary School, 24 Vanstone Ave","MORPHETT VALE",SA,5162,01/01/2012,
PR-00006284,,"Plympton Primary School","Plympton Primary School","Plympton Primary School, 19 Owen St",PLYMPTON,SA,5038,01/01/2012,
PR-00006286,,"Port Augusta West Primary School Council Inc","Port Augusta West Primary School Council Inc","46 Mildred Street","PORT AUGUSTA",SA,5700,01/01/2012,
PR-00006288,,"Port Noarlunga Primary School And Aquatics Centre","Port Noarlunga Primary School And Aquatics Centre","Port Noarlunga Primary School, 10 James Ave","PORT NOARLUNGA",SA,5167,01/01/2012,
PR-00006289,,"Port Pirie Child Care Centre Inc","Port Pirie Child Care Centre Inc","First Street","PORT PIRIE",SA,5540,01/01/2012,
PR-00006291,,"Precious Cargo Aldinga Pty Ltd","Precious Cargo Aldinga Pty Ltd","10 Louis Street",STEPNEY,SA,5069,01/01/2012,
PR-00006292,,"Precious Cargo Montessori Child Care & Early Learning Centre Pty Ltd","Precious Cargo Montessori Child Care & Early Learning Centre Pty Ltd","PO Box 1691","MT BARKER",SA,5251,01/01/2012,
PR-00006294,,"Precious Cargo Woodcroft Pty Ltd","Precious Cargo Woodcroft Pty Ltd","PO Box 1691","MOUNT BARKER",SA,5251,01/01/2012,
PR-00006295,,"Prescott ELC Pty Ltd","Prescott ELC Pty Ltd","208 Wattle Street",MALVERN,SA,5061,01/01/2012,
PR-00006296,,"Prescott Primary School","Prescott Primary School","140 Pimpala Rd","MORPHETT VALE",SA,5162,01/01/2012,
PR-00006297,,"PRINCE ALFRED COLLEGE","Prince Alfred College","PO Box 571","KENT TOWN",SA,5071,01/01/2012,
PR-00006298,,"Prospect Community Early Education and Care","Prospect Community Early Education and Care","32 Olive St",PROSPECT,SA,5082,01/01/2012,
PR-00006300,,"Pulteney Grammar School Inc","Pulteney Grammar School Inc","190 South Tce",ADELAIDE,SA,5000,01/01/2012,
PR-00006302,,"Quorn Area School Governing Council","Quorn Area School Governing Council","PO Box 21",QUORN,SA,5433,01/01/2012,
PR-00006303,,"Ramme Pty Ltd","Ramme Pty Ltd","41 Kauri Parade",SEACLIFF,SA,5049,01/01/2012,
PR-00006305,,"Redwood Park Primary School Council","Redwood Park Primary School Council","PO BOX 909","ST AGNES",SA,5097,01/01/2012,
PR-00006306,,"Renmark Children's Centre Inc","Renmark Children's Centre Inc","204 Eighteenth Street",RENMARK,SA,5341,01/01/2012,
PR-00006307,,"Renmark Primary School Council Inc","Renmark Primary School Council Inc","Renmark Primary School , 58 Murtho St",RENMARK,SA,5341,01/01/2012,
PR-00006308,,"Reynella Community Children's Centre Inc.","Reynella Community Children's Centre Inc.","65 Concord Drive",REYNELLA,SA,5161,01/01/2012,
PR-00006309,,"Reynella Primary School Council Inc","Reynella Primary School Council Inc","55-63  Concord Drive","OLD REYNELLA",SA,5161,01/01/2012,
PR-40032829,,"AFLCS Pty Ltd","Adelaide Family Learning and Care Services","10 Druid Ave",STIRLING,SA,5152,17/05/2023,
PR-00007908,,"St Peter's Woodlands Grammar School","St Peter's Woodlands Grammar School","St Peter's Woodlands Grammar S, 39 Partridge St",GLENELG,SA,5045,01/01/2012,
PR-00008027,,"Fulham North Primary School Council Inc","Fulham North Primary School Council Inc","66 Henry St","WEST CROYDON",SA,5008,22/08/2013,
PR-00008028,,"Mylor Primary School Council Inc","Mylor Primary School Council Inc","220 Strathalbyn Road",MYLOR,SA,5351,24/12/2012,
PR-00008031,,"Gayle Juergens","Gayle Louise Juergens","10 Rachel Street","MURRAY BRIDGE",SA,5253,02/10/2012,
PR-00008079,,"St Martin's Preschool Kindergarten, Mount Gambier Inc","St Martin's Preschool Kindergarten, Mount Gambier Inc","17 Edward St","MT GAMBIER",SA,5290,01/01/2012,
PR-00008081,,"Emmaus Christian College Inc","Emmaus Christian College Inc","7 Lynton Ave","SOUTH PLYMPTON",SA,5038,01/01/2012,
PR-00007823,,"Open Arms Community Child Care Centre Inc","Open Arms Community Child Care Centre Inc","PO BOX 602",BIRDWOOD,SA,5234,01/01/2012,
PR-00007846,,"Woodcroft Montessori Pty Ltd","Woodcroft Montessori Pty Ltd.","23 Lilford Way","FLAGSTAFF HILL",SA,5159,10/09/2012,
PR-40017072,,"Immanuel Lutheran School Gawler Association Incorporated","Immanuel Gawler","Immanuel Lutheran School, 11 Lyndoch Rd","GAWLER EAST",SA,5118,29/10/2018,
PR-40017240,,"COORARA PRIMARY SCHOOL GOVERNING COUNCIL INC",,"Taylors Avenue","MORPHETT VALE",SA,5162,17/09/2018,
PR-40017327,,"PEDARE CHRISTIAN COLLEGE INC","Pedare Christian College Inc","12-30 Surrey Farm Dr","GOLDEN GROVE",SA,5125,25/10/2018,
PR-40017396,,"Amazing Kids Children Centre Pty Ltd","Amazing Kids Children Centre Inc","183 Unley Road",UNLEY,SA,5061,02/07/2019,"The provider approval is granted with additional condition that the approved provider undertakes professional development to further consolidate their knowledge and understanding of the role and responsibilities of an approved provider under Education and Early Childhood Services (Registration and Standards) Act 2011 within 3 months from provider approval date."
PR-00010933,,"ECHOING GREEN PTY LTD",,"60 HENDRIE ST",MORPHETTVILLE,SA,5043,21/08/2025,
PR-00011083,,"GAWLER RIVERSIDE ELC PTY LTD","Gawler Riverside ELC","1 SCHEIBENER TCE",GAWLER,SA,5118,24/09/2025,
PR-40009378,,"NADEESHA KUMARASEKARA","LITTLE ACHIEVERS EARLY LEARNING & CHILD CARE CENTRE","3 CARLETT STREET","MAWSON LAKES",SA,5095,16/11/2016,
PR-40009394,,"Ascot Park Primary School Governing Council Inc","Ascot Park Primary School Governing Council Inc","Ascot Park School, 1-37 Pildappa Avenue","PARK HOLME",SA,5043,14/11/2016,
PR-40009614,,"Svetlana Kolesnikova","Svetlana Kolesnikova","29 Quondong Ave",ATHELSTONE,SA,5076,16/12/2016,
PR-40036994,,"YORKETOWN AREA SCHOOL COUNCIL INC","Yorketown Area School OSHC","PO Box 104",YORKETOWN,SA,5576,25/07/2024,
PR-40037090,,"RANGES ELC PTY LTD","The Ranges Early Learning Centres","6 Druid Ave",STIRLING,SA,5152,02/05/2024,
PR-40013138,,"Adelaide Christian Schools Early Learning Centres Incorporated.","Sunrise Christian School Early Learning Centre","305 Goodwood Rd","KINGS PARK",SA,5034,19/08/2019,
PR-40013501,,"Precious Cargo Heatherton Pty Ltd","Precious Cargo Heatherton","PO Box 1691","MT BARKER",SA,5251,04/12/2017,
PR-00006944,,"Charles Campbell College Council","Charles Campbell College Council","3 Campbell Rd",PARADISE,SA,5075,01/01/2012,
PR-00006946,,"Enfield Primary School Governing Council","Enfield Primary School Governing Council","Charice Avenue",ENFIELD,SA,5085,01/01/2012,
PR-00006950,,"Calvary Kindergarten Council","Calvary Kindergarten Council","5 Windsong Court","MORPHETT VALE",SA,5162,01/01/2012,
PR-00006954,,"St Margaret's Kindergarten Management Committee","St Margaret's Kindergarten Management Committee","27 Norman Street",WOODVILLE,SA,5011,01/01/2012,
PR-00006959,,"Immanuel Primary School Association Inc","Immanuel Primary School Association Inc","Saratoga Drive","NOVAR GARDENS",SA,5040,01/01/2012,
PR-00006961,,"Mt Barker Waldorf School","Mt Barker Waldorf School","Mt Barker Waldorf School, 27 Sims Rd","MOUNT BARKER",SA,5251,01/01/2012,
PR-00006972,,"Seymour College Inc","Seymour College Inc","546 Portrush Road","GLEN OSMOND",SA,5064,01/01/2012,
PR-00006973,,"Walford Anglican School For Girls Inc","Walford Anglican School For Girls Inc","PO BOX 430",UNLEY,SA,5061,01/01/2012,
PR-00006975,,"Margaret Ives Community Children's Centre Inc","Margaret Ives Community Children's Centre Inc","19 Edward St",NORWOOD,SA,5067,01/01/2012,
PR-00006977,,"Morphett Vale Primary School Council Inc","Morphett Vale Primary School Council Inc","Lawrence St","MORPHETT VALE",SA,5162,24/04/2012,
PR-00006985,,"Concordia Kindergarten Murray Bridge Inc","Concordia Kindergarten Murray Bridge Inc","29 Florence Street","MURRAY BRIDGE",SA,5253,01/01/2012,
PR-00007024,,"The Barossa Valley Community Creche Inc","Barossa Valley Community Creche","76 Magnolia Rd",TANUNDA,SA,5352,19/06/2012,
PR-00007059,,"Balaklava Community Children's Centre Inc","Balaklava Community Children's Centre Inc","15 Scotland Street",BALAKLAVA,SA,5461,01/01/2012,
PR-00007069,,"Governing Council Carol Murray Children's Centre (Childcare) Inc","Governing Council Carol Murray Children's Centre (Childcare) Inc","121 RAMSAY TCE",BORDERTOWN,SA,5268,01/01/2012,
PR-00007071,,"Clare Valley Children's Centre Inc","Clare Valley Children's Centre Inc","PO BOX 716",CLARE,SA,5453,01/01/2012,
PR-00007073,,"Goolwa Children's Centre Inc","Goolwa Children's Centre Inc","Brooking Street",GOOLWA,SA,5214,01/01/2012,
PR-00007075,,"Jamestown Community Children's Centre Inc","Jamestown Community Children's Centre Inc","1a Cockburn Road",JAMESTOWN,SA,5491,01/01/2012,
PR-00007084,,"TORRENS VALLEY CHILDREN'S CENTRE CHILD CARE INC","Torrens Valley Children's Centre Inc","10 Randell Terrace",GUMERACHA,SA,5233,01/01/2012,
PR-00007086,,"Two Wells Community Children's Centre Inc","Two Wells Community Children's Centre Inc","27 Gawler Rd","TWO WELLS",SA,5501,01/01/2012,
PR-00007088,,"Waikerie Children's Centre Inc","Waikerie Children's Centre Inc","16 Marks Terrace",WAIKERIE,SA,5330,01/01/2012,
PR-40000911,,"Prospect Primary School Council Inc.","Prospect Primary Out School Care","Prospect Primary School, 27 Gladstone Rd",PROSPECT,SA,5082,04/09/2013,
PR-40001035,,"Veronica Blyth","Cheeky Monkey's Early Learning Child Care","33 Hawke Cres","SALISBURY EAST",SA,5109,22/10/2013,
PR-40001107,,"Rhian Hill","Marino Early Learning","62 Wickham Rd","HAPPY VALLEY",SA,5159,23/09/2013,
PR-40021429,,"Educare Little Learners Pty Ltd","Educare Little Learners","PO Box 15","CHRISTIES BEACH",SA,5165,20/11/2019,
PR-40021597,,"Saint Ignatius' College (Adelaide) Limited","Ignatius Early Years","58 Queen St",NORWOOD,SA,5067,30/07/2020,
PR-40021678,,"O'Sullivan Beach Children's Centre (Child Care) Incorporated","O'Sullivan Beach Children's Centre (Childcare)","51A Galloway Road","O'SULLIVAN BEACH",SA,5166,13/02/2020,
PR-40021898,,"Walkerville Pre-Kindergarten Pty Ltd","Walkerville Pre-Kindergarten","32 SEAVIEW GR","BLAIR ATHOL",SA,5084,31/01/2020,
PR-40021899,,"Multi Cultural Youth Education Supported Services Limited","Pinnacle College","10 Anderson St","ELIZABETH EAST",SA,5112,04/05/2020,
PR-00010055,,"IQRA ISLAMIC COLLEGE OF SOUTH AUSTRALIA LIMITED","Iqra College","ONKAPARINGA TAFE, 5 MAJORS RD","O'HALLORAN HILL",SA,5158,14/01/2025,"If PA08 notifications are submitted through the National Quality Agenda IT System to add person/s with management and control (PMC), the person/s will be required to successfully complete National Law testing in accordance with Section 14 of the National Law before being added as a PMC, unless the testing has been successfully completed in another jurisdiction."
PR-40005961,,"FAITH MONTESSORI CENTRE PTY LTD","Faith Montessori Centre Pty Ltd","17 Cooke Cres","ROYAL PARK",SA,5014,30/10/2015,
PR-40006310,,"Otama Nominees Pty Ltd","Advanced Early Learning","34 Martin Ct","WEST LAKES",SA,5021,10/12/2015,
PR-40027925,,"SHAREENA MIMI DE VRIES","SORAYYA EARLY EDUCATION AND CARE","5 Beachway Ave","BROOKLYN PARK",SA,5032,23/12/2021,"The provider approval is issued subject to the condition that you complete child protection training and submit relevant evidence to the Regulatory Authority prior to service approval."
PR-40028017,,"Bright Beginnings ELC Pty Ltd","Brightside Early Learning Centre","20 Petworth parade",GREENWITH,SA,5125,26/11/2021,
PR-40029236,,"FIRST CHOICE EARLY EDUCATION CENTRE PTY LTD","First Choice Early Education Centre","114 North Terrace","MOUNT GAMBIER WEST",SA,5291,03/08/2022,
PR-40029747,,"RP EDUCATION PTY LTD",n/a,"21 KATOOMBA RD",BEAUMONT,SA,5066,16/08/2022,
PR-40029796,,"RED LION EDUCATION PTY LIMITED","Beyond Early Learning","Scotch College, 23 Carruth Rd","TORRENS PARK",SA,5062,05/08/2022,
PR-40000115,,"OZ Vision Training Service Pty Ltd","OZ Vision Family Day Care Scheme","U 1  36 Valiant Rd","HOLDEN HILL",SA,5088,12/11/2012,
PR-40000123,,"Michcrys Trust (Mike & Michelle Dench)","Little Hearts Child Care Centre","13 Whitford Rd","ELIZABETH SOUTH",SA,5112,04/02/2013,
PR-40000212,,"The Trustee for Allison & Phil Family Trust","The Trustee for Allison & Phil Family Trust","PO Box 344","SURREY DOWNS",SA,5126,04/03/2013,
PR-40000221,,"Henley Beach Primary School Council Inc.","Henley Beach Primary School Council Inc","Henley Beach Primary School, 38 Hazel Tce","HENLEY BEACH SOUTH",SA,5022,09/04/2013,
PR-40000280,,"Gawler & District College B-12 School Council","Gawler & District College B-12 Out of School Hours Care","Gawler & District College B-12, 53 Barnet St",EVANSTON,SA,5116,02/01/2013,
PR-40000350,,"Upper Sturt Primary Governing Council","Upper Sturt Primary School Out of School Hours Care","PO Box 486",STIRLING,SA,5152,28/06/2013,
PR-40000398,,"Jetlaw Pty Ltd",,"96 Main South Rd","MORPHETT VALE",SA,5162,08/05/2013,
PR-40034534,,"KINDLES CHILDCARE AND EDUCATION PTY. LTD.","Kindles Childcare and Education","5 Hawke St","LINDEN PARK",SA,5065,10/10/2023,
PR-40035148,,"Tyndale Christian School - Kadina Inc","Harvest Christian College OSHC","Harvest Christian School, 10 Pannan Rd",KADINA,SA,5554,04/11/2023,
PR-40004702,,"Navigator College Inc",,"PO Box 3199","PORT LINCOLN",SA,5606,10/07/2015,
PR-40004857,,"Keith Area School Governing Council Inc","Keith Area School Governing Council Inc","Tolmer Terrace",KEITH,SA,5267,06/08/2015,
PR-40004914,,"REDEEMER LUTHERAN SCHOOL INC","Redeemer Lutheran School Incorporated","PO Box 397",NURIOOTPA,SA,5355,22/10/2015,
PR-00009424,,"KJJT TRADING PTY LTD",,"PO BOX 678","KENSINGTON PARK",SA,5068,01/07/2024,
PR-00009530,,"NOARLUNGA DOWNS PRIMARY SCHOOL COUNCIL INC","Noarlunga Downs Primary School Council Inc","NOARLUNGA DOWNS PRIMARY SCHOOL, 1 CANTERBURY CR","NOARLUNGA DOWNS",SA,5168,20/08/2024,
PR-00009595,,"AO EDUCATION (GAWLER) PTY LTD","Confident Kids Child Care & Early Learning Gawler","PO BOX 530",GLENELG,SA,5045,16/08/2024,
PR-00009601,,"ADELAIDE BUSINESS GROUP PTY LTD","Treehouse Childcare and Early Learning Centre","309 NORTH EAST RD","HAMPSTEAD GARDENS",SA,5086,02/09/2024,"If the AP submits PA08 notifications to add person/s with management and control, the person/s will be required to complete National Law testing in accordance with Section 14 (3) of the National Law, unless this has successfully been completed in another jurisdiction."
PR-40003285,,"McLaren Vale Primary School Council Inc",,"Caffrey Street","MCLAREN VALE",SA,5171,25/02/2015,
PR-40003370,,"TAFE SA",,"Adelaide Institute of TAFE, 120 Currie St",ADELAIDE,SA,5000,14/09/2015,
PR-40003655,,"Ridgehaven ELC Pty Ltd AFT MV Trust","Ridgehaven ELC Pty Ltd AFT MV Trust","39 East Pkwy","COLONEL LIGHT GARDENS",SA,5041,08/04/2015,
PR-40004117,,"Montessori On The Park Pty Ltd","Montessori On The Park Pty Ltd","PO Box 4036","TRANMERE NORTH",SA,5073,12/06/2015,
PR-40018871,,"Good Shepherd Lutheran School Para Vista Inc","Good Shepherd Lutheran School Para Vista","Good Shepherd Lutheran School, 388 Montague Rd","PARA VISTA",SA,5093,13/05/2019,
PR-40019096,,"Oxford Montessori Pty Ltd","Little Oxford Montessori","PO Box 4036","TRANMERE NORTH",SA,5073,07/03/2019,
PR-40019194,,"Hessel Pty Ltd","Hessel Childrens Centre","Unit 4, 224 Glen Osmond Rd",FULLARTON,SA,5063,07/06/2019,
PR-40019334,,"UP'N'GROW PTY LTD","Up ""N"" Grow Pty Ltd","60 Liberty Ave","NORTH HAVEN",SA,5018,28/06/2019,
PR-40019373,,"Old Noarlunga Primary School Governing Council Inc","Old Noarlunga Primary School","23 Malpas Street","OLD NOARLUNGA",SA,5168,25/06/2019,
PR-40019580,,"Southern Mallee District Council","Southern Mallee District Council","PO Box 49",PINNAROO,SA,5304,24/05/2019,
PR-40010909,,"AMANDA COOMBE",,"1 Balkissoch Rd","TORRENS PARK",SA,5062,17/08/2017,
PR-40010920,,"NORWOOD COMMUNITY CRECHE INC","Norwood Community Creche Inc","280 Portrush Rd","BEULAH PARK",SA,5067,07/07/2017,"Any person with management and control of the service who does not have a current Department of Community and Social Inclusion (DCSI) Relevant History Assessment must not access children or children’s records other than those they could access as the parent or guardian. "
PR-40011153,,"Sri Rekha Settipalli","Curious Tots Early Learning Centre","24 Renown Avenue","CLOVELLY PARK",SA,5042,06/06/2017,
PR-40026250,,"SEEDS MONTESSORI MAWSON LAKES PTY LTD","Seeds Montessori Mawson Lakes","20 Petworth Pde",GREENWITH,SA,5125,29/06/2021,
PR-40026355,,"Pritdarshini Shane Christian",,"8 Selkirk Ave",SEATON,SA,5023,28/07/2021,
PR-40026389,,"WILDBERRIES PTY LTD",,"33 Angley Ave",FINDON,SA,5023,01/09/2021,
PR-40026559,,"NGUTU COLLEGE LTD","NGUTU COLLEGE","PO Box 152",WOODVILLE,SA,5011,26/08/2021,
PR-40001729,,"Crafers Primary School Governing Council Inc","Crafers Primary School Governing Council Inc","55 PICCADILLY RD",CRAFERS,SA,5152,20/03/2014,
PR-40001731,,"Stirling East Primary School Governing Council Inc","Stirling East Primary School Governing Council Inc","Stirling East Primary School, 51 Braeside Rd",STIRLING,SA,5152,20/03/2014,
PR-40014762,,"Cosmic Education Pty Ltd","Montessori Casa Long Day Care & Early Learning Centre","UNIT 1 839-841 MAIN NORTH RD",POORAKA,SA,5095,05/04/2018,
PR-40015542,,"CBF Childcare Pty Ltd","Daws Road Early Learning Centre","82 Fairlie Dr","FLAGSTAFF HILL",SA,5159,27/04/2018,
PR-40015557,,"CROSSWAYS LUTHERAN SCHOOL CEDUNA ASSOCIATION INC","Crossways Early Learning Centre","Crossways Lutheran School, 4 Smith Rd",CEDUNA,SA,5690,18/12/2018,
PR-40007758,,"Kindergarten of Eden: Montessori Inspired Education","Kindergarten of Eden: Montessori Inspired Education","3 Eden Tce","PORT WILLUNGA",SA,5173,08/06/2016,
PR-40007943,,"OLANA CHILD CARE & EARLY LEARNING CENTRE","OLANA CHILD CARE & EARLY LEARNING CENTRE","77 Hunter Cres","SALISBURY NORTH",SA,5108,31/08/2016,
PR-40008221,,"The Trustee for Fuller Family Trust","Cummins Cottage Care","21 Light Rd",CUMMINS,SA,5631,13/09/2016,
PR-00010418,,"COASTAL MONTESSORI PTY LTD","Coastal Montessori Early Learning Centre","19 HALCYON CCT","ALDINGA BEACH",SA,5173,05/02/2025,
PR-00010462,,"LONSDALE HEIGHTS PRIMARY SCHOOL GOVERNING COUNCIL INCORPORATED","LONSDALE HEIGHTS PRIMARY SCHOOL OSHC","LONSDALE HEIGHTS PRIMARY SCHOO, 25 SUNNINGDALE DR","CHRISTIE DOWNS",SA,5164,04/03/2025,
PR-00010515,,"KIDZEY EARLY LEARNING PTY LTD","KIDZEY EARLY LEARNING","2C ALISON AV",MARION,SA,5043,10/04/2025,
PR-40031121,,"Adelaide Early Education Pty Ltd","Hawthorn Childcare Centre","110 Watson Ave","TOORAK GARDENS",SA,5065,05/12/2022,
PR-40031548,,"Montessori Cook Pty Ltd","Montessori Kids","10 Ruth Court",MARINO,SA,5049,24/03/2023,
PR-00008156,,"Wilderness School Limited","Wilderness School Limited","PO BOX 93",WALKERVILLE,SA,5081,01/01/2012,
PR-00008167,,"Deborah Appleby","Deborah Appleby","38 Victoria Pde","MAWSON LAKES",SA,5095,14/11/2012,
PR-00008201,,"FSSAOSHC Pty Ltd",,"PO Box 7356","WEST LAKES",SA,5021,04/02/2013,
PR-00008219,,"Alexander Lawrence","Alexander Lawrence","24 Keller Road","SALISBURY EAST",SA,5109,01/01/2012,
PR-00008351,,"The Jessie Brown Management Committee","The Jessie Brown Management Committee","Jessie Brown Kindergarten, 123 Gloucester Ave",BELAIR,SA,5052,01/01/2012,
PR-00008809,,"Willunga Waldorf School and Willunga Waldorf School",,"PO Box 730",WILLUNGA,SA,5172,01/01/2012,
PR-00008820,,"Sturt Street Community School Council Inc","Sturt Street Community School Council Inc","15 LITTLE STURT ST",ADELAIDE,SA,5000,01/01/2012,
PR-00009069,,"Sally Cudmore",,"13 Alfred Street",MEDINDIE,SA,5081,01/01/2012,
PR-00009071,,"TORRENS VALLEY ASSOCIATION FOR CHRISTIAN EDUCATION","Torrens Valley Christian School","1227 Grand Junction Road","HOPE VALLEY",SA,5090,01/01/2012,
PR-00009203,,"Tyndale Christian School - Murray Bridge Inc","Tyndale Christian School - Murray Bridge Inc","PO Box 1460","MURRAY BRIDGE",SA,5253,01/01/2012,
PR-40033335,,"WDNK PTY LTD","Woodville Day Nursery and Kindergarten","128 Alma Tce","WOODVILLE WEST",SA,5011,18/08/2023,
PR-40033626,,"M & N EDUCATION HUB PTY LTD","Playford Child Care Centre","173 Findon Rd",FINDON,SA,5023,11/08/2023,
PR-40033659,,"LITTLE PEOPLE ACADEMY PTY. LTD.","Little People Academy","381 Honeypot Rd","HACKHAM WEST",SA,5163,17/08/2023,
PR-40033761,,"P.K EDE & S OZPINAR","First Steps @ Albert Park","20 Prince Albert St","ALBERT PARK",SA,5014,27/10/2023,
PR-40033967,,"Family Day Care SA Pty Ltd","Family Day Care SA","PO Box 114","SEACLIFF PARK",SA,5049,14/11/2023,
PR-00006310,,"Reynella South Primary School Council Inc","Reynella South Primary School Council Inc","119-135 Sherriffs Road",REYNELLA,SA,5161,01/01/2012,
PR-00006311,,"Richmond Primary School Council Inc","Richmond Primary School Council Inc","8 Surrey Rd",KESWICK,SA,5035,01/01/2012,
PR-00006312,,"Ridgehaven Primary School Council Inc","Ridgehaven Primary School Council Inc","479 Milne Road",RIDGEHAVEN,SA,5097,01/01/2012,
PR-00006313,,"Ainsley Kathleen Roscrow","Roscrow, Ainsley Kathleen","PO Box 94",WILLUNGA,SA,5172,01/01/2012,
PR-00006314,,"Rose Park Primary School Council Inc","Rose Park Primary School Council Inc","Rose Park Primary School, 54 Alexandra Ave","ROSE PARK",SA,5067,01/01/2012,
