"Provider Approval Number","Service Approval Number","Legal Name","Trading Name",Address,Suburb,State,Postcode,"Date Approval Granted",Conditions
PR-00006316,,"Roxby Downs Area School Council","Roxby Downs Area School Council","7 Richardson Place","ROXBY DOWNS",SA,5725,01/01/2012,
PR-00006317,,"Roxby Downs Child Care Centre Inc","Roxby Downs Child Care Centre Inc","1/15 Richardson Crescent","ROXBY DOWNS",SA,5725,01/01/2012,
PR-00006320,,"Mawson Lakes Community Early Learning Incorporated","Mawson Lakes Community Early Learning","12-28 Garden Tce","MAWSON LAKES",SA,5095,01/01/2012,
PR-00006321,,"Salisbury Heights PS Council","Salisbury Heights PS Council","SALISBURY HEIGHTS PRIMARY SCHO, 9 WARD ST","SALISBURY HEIGHTS",SA,5109,01/01/2012,
PR-00006324,,"Salisbury Primary School Council Inc","Salisbury Primary School Council Inc","10 COMPUDA ST",SALISBURY,SA,5108,01/01/2012,
PR-00006326,,"Scotch College Inc","Scotch College Inc","Norman Walk",MITCHAM,SA,5062,01/01/2012,
PR-00006327,,"Seacliff Primary School Council Inc","Seacliff Primary School Governing Council","5 Barwell Ave",SEACLIFF,SA,5049,01/01/2012,
PR-00006328,,"Seaford District Children's Centre Inc","Seaford District Children's Centre Inc","600 Grand Boulevard",SEAFORD,SA,5169,01/01/2012,
PR-00006330,,"Seaton Community Children's Centre Inc","Seaton Community Children's Centre Inc","37 Glenburnie Street",SEATON,SA,5023,01/01/2012,
PR-00006331,,"Seaview Downs Primary School Council","Seaview Downs Primary School Council","Seaview Downs P/S, Ross St","SEAVIEW DOWNS",SA,5049,01/01/2012,
PR-00006332,,"Secrets D'Enfance Pty Ltd","Secrets D'Enfance Pty Ltd","121-139 Grote Street",ADELAIDE,SA,5000,01/01/2012,
PR-00006334,,"Settlers Farm Primary School Council Inc","Settlers Farm Primary School Council Inc","PO BOX 202",SALISBURY,SA,5108,01/01/2012,
PR-00006335,,"Sheidow Park School Council Inc","Sheidow Park School Council Inc","21-43 Adams Road","SHEIDOW PARK",SA,5158,01/01/2012,
PR-00006336,,"Precious Cargo Westbourne Park Pty Ltd","Ms Cheryl Shigrov","PO Box 1691","MOUNT BARKER",SA,5251,01/01/2012,
PR-00006337,,"Shirley Skinner","Ms Shirley Skinner","529 REGENCY RD","SEFTON PARK",SA,5083,01/01/2012,
PR-00006339,,"Southern Barossa Community Childcare Centre Inc.","Southern Barossa Community Childcare Centre Inc.","PO Box 314",LYNDOCH,SA,5351,01/01/2012,
PR-00006342,,"Southern Vales Christian College Inc","Southern Vales Christian College Building Fund","140, States Road","MORPHETT VALE",SA,5162,01/01/2012,
PR-00006343,,"Mercy Education Limited","St Aloysius College Inc","St Aloysius College, 53 Wakefield St",ADELAIDE,SA,5000,01/01/2012,
PR-00006344,,"St Andrew's School Inc","St Andrew's School Inc","PO Box 87 ",WALKERVILLE,SA,5081,01/01/2012,
PR-00006348,,"St Columba College Munno Para Inc","St Columba College Munno Para Inc","President Ave","ANDREWS FARM",SA,5114,01/01/2012,
PR-00006350,,"St Francis Community Children's Centre","St Francis Community Children's Centre","306 Waterloo Corner Rd",PARALOWIE,SA,5108,01/01/2012,
PR-00006354,,"Saint Ignatius College","Saint Ignatius College","62 Queen St",NORWOOD,SA,5067,01/01/2012,
PR-00006355,,"St Jakobi Lyndoch Lutheran School Association Inc","St Jakobi Lyndoch Lutheran School Association Inc","PO Box 138",LYNDOCH,SA,5351,01/01/2012,
PR-00006359,,"St John's Grammar School Inc","St John's Grammar School","PO Box 234",BELAIR,SA,5052,01/01/2012,
PR-00006367,,"St Leonards Primary School Council","St Leonards Primary School Council","Jervois St","GLENELG NORTH",SA,5045,01/01/2012,
PR-00006372,,"St Mary’s College Inc","St Mary's College Inc","253 Franklin Street",ADELAIDE,SA,5000,01/01/2012,
PR-00006374,,"St Michael's College Adelaide","St Michael's College Adelaide","78 East Ave",BEVERLEY,SA,5009,01/01/2012,
PR-00006376,,"St Morris Community Child Care Centre Inc","St Morris Community Child Care Centre Inc","64 Gage Street","ST MORRIS",SA,5068,01/01/2012,
PR-00006378,,"St Paul Lutheran School Inc","St Paul Lutheran School Inc","44 Audrey Avenue","BLAIR ATHOL",SA,5084,01/01/2012,
PR-00006379,,"St Peter's Collegiate Girls' School Inc","St Peter's Collegiate Girls School Inc","32 Hallett Road",STONYFELL,SA,5066,01/01/2012,
PR-00006380,,"Concordia College (St Peters Campus, Blackwood)  Incorporated","Concordia College, St Peters Campus Blackwood","71 Cumming Street",BLACKWOOD,SA,5051,01/01/2012,
PR-00006386,,"Stansbury Primary School Governing Council","Stansbury Primary School Governing Council","PO BOX 11",STANSBURY,SA,5582,01/01/2012,
PR-00006388,,"Stepping Stone (S.A.) Childcare & Early Development Centres Pty Ltd","Stepping Stone (S.A.) Childcare & Early Development Centres Pty Ltd","209 Magill Road",MAYLANDS,SA,5069,01/01/2012,
PR-00006390,,"Stirling Community Early Learning Centre Incorporated","Stirling Community Early Learning Centre","39 PINE STREET",STIRLING,SA,5152,01/01/2012,
PR-00006393,,"Streaky Bay Area School Council Inc","Streaky Bay Area School Council Inc","109 Wells Street","STREAKY BAY",SA,5680,01/01/2012,
PR-00006395,,"Adelaide Christian Schools Inc","Adelaide Christian Schools Inc","Suite 6, 2-4 Henley Beach Road","MILE END",SA,5031,01/01/2012,
PR-00006396,,"Surrey Downs Community Children's Centre Inc","Surrey Downs Community Children's Centre Inc","76 Illyarrie Avenue","SURREY DOWNS",SA,5126,01/01/2012,
PR-00006397,,"Surrey Downs Primary School Council Inc","Surrey Downs Primary School Council Inc","16-24 Vine St","SURREY DOWNS",SA,5126,01/01/2012,
PR-00006398,,"Office of TAFE","Office of TAFE","GPO BOX 1872",ADELAIDE,SA,5001,01/01/2012,
PR-00006401,,"Tanunda Lutheran School Council Incorporated","Tanunda Lutheran School Council Incorporated","16 Maria St",TANUNDA,SA,5352,01/01/2012,
PR-00006402,,"Tea Tree Gully Primary School Council","Tea Tree Gully Primary School Council","7-9 Neale St","TEA TREE GULLY",SA,5091,01/01/2012,
PR-00006403,,"The Anglican Church of Australia Collegiate School of St Peter","The Anglican Church of Australia Collegiate School of St Peter","North Terrace","ST PETERS",SA,5069,01/01/2012,
PR-00006404,,"The trustee for Bishop Family Trust","The trustee for Bishop Family Trust","9 Glenwood Rd",SPRINGFIELD,SA,5062,01/01/2012,
PR-00006405,,"The Corporation of the City of Port Augusta","The Corporation of the City of Port Augusta","PO Box 1704","PORT AUGUSTA",SA,5700,01/01/2012,
PR-00006406,,"The Corporation of the City of Whyalla","The Corporation of the City of Whyalla","PO Box 126",WHYALLA,SA,5608,01/01/2012,
PR-00006407,,"The Gums Childcare Centre Pty Ltd","The Gums Childcare Centre Pty Ltd","PO Box 940",CLARE,SA,5453,01/01/2012,
PR-00006408,,"The Heights School Council Inc","The Heights School Council Inc","The Heights School, Brunel Dr","MODBURY HEIGHTS",SA,5092,01/01/2012,
PR-00006409,,"The Hills Christian Community School Inc","The Hills Christian Community School Inc","16 Onkaparinga Valley Rd",VERDUN,SA,5245,01/01/2012,
PR-00006411,,"The Hills Montessori School Inc","The Hills Montessori School Inc","12 Anderson Road ",ALDGATE,SA,5154,01/01/2012,
PR-00006413,,"The Pines Community Children's Centre","The Pines Community Children's Centre","14 Hemming Street","PARAFIELD GARDENS",SA,5107,01/01/2012,
PR-00006414,,"The Pines Primary School Council","The Pines Primary School Council","The Pines Primary School, 42 Andrew Smith Dr","PARAFIELD GARDENS",SA,5107,01/01/2012,
PR-00006415,,"The Queen Elizabeth Hospital Community Child Care Centre","The Queen Elizabeth Hospital Community Child Care Centre","37 Woodville Rd",WOODVILLE,SA,5011,01/01/2012,
PR-00006416,,"Thorndon Park Primary School Governing Council","Thorndon Park Primary School Governing Council","71 Stradbroke Rd",ATHELSTONE,SA,5076,01/01/2012,
PR-00006417,,"Tilbrook Child Care Centre Inc","Tilbrook Child Care Centre Inc","56 Hampton Street",GOODWOOD,SA,5034,01/01/2012,
PR-00006418,,"Topsy Turvy Child Care Centre Pty Ltd","Topsy Turvy Child Care Centre Pty Ltd","1 Prosser Terrace","MURRAY BRIDGE",SA,5253,01/01/2012,
PR-00006419,,"Torrensville Primary School Council Inc","Torrensville Primary School Council Inc","Torrensville Primary School OSHC, 35 Hayward Ave",TORRENSVILLE,SA,5031,01/01/2012,
PR-00006421,,"Treetops Early Learning Centres Pty Ltd","Treetops Early Learning Centres Pty Ltd","PO Box 2219","KENT TOWN",SA,5071,01/01/2012,
PR-00006422,,"Trinity College Gawler Inc","Trinity College Gawler Inc","PO Box 131",GAWLER,SA,5118,01/01/2012,
PR-00006423,,"Trinity Gardens Primary School Council Inc","Trinity Gardens Primary School Council Inc","160 Portrush Rd","TRINITY GARDENS",SA,5068,01/01/2012,
PR-00006424,,"Tumby Bay Area School Council Inc","Tumby Bay Area School Council Inc","PO Box 125","TUMBY BAY",SA,5605,01/01/2012,
PR-00006425,,"Uniting Care Wesley Bowden Inc","Uniting Care Wesley Bowden Inc","77 Gibson Street",BOWDEN,SA,5007,01/01/2012,
PR-00006426,,"Unley Community Childcare Centre Inc","Unley Community Childcare Centre Inc","42 Arthur St",UNLEY,SA,5061,01/01/2012,
PR-00006427,,"Uraidla Primary School Council","Uraidla Primary School Council","Care of Uraidla Post Office, Uraidla Primary School",URAIDLA,SA,5142,01/01/2012,
PR-00006428,,"Vale Park Primary School Council Inc","Vale Park Primary School - OSHC","40-56 Ascot Avenue","VALE PARK",SA,5081,01/01/2012,
PR-00006429,,"Victor Harbor Childcare and Education Centre Inc","Victor Harbor Childcare and Education Centre Inc","Bay Road","VICTOR HARBOR",SA,5211,01/01/2012,
PR-00006430,,"Victor Harbor R-7 School Council Inc","Victor Harbor R-7 School Council Inc","The Parkway","VICTOR HARBOR",SA,5211,01/01/2012,
PR-00006432,,"Virginia Grove Early Learning Centre Pty Ltd","Virginia Grove Early Learning Centre Pty Ltd","PO BOX 2267","SALISBURY DOWNS",SA,5108,01/01/2012,
PR-00006433,,"Virginia Primary School Council Inc","Virginia Primary School Council Inc","36 Park Rd",VIRGINIA,SA,5120,01/01/2012,
PR-00006434,,"Mr Jaroslav Volf","Mr Jaroslav Volf & Mrs Lenka Volf","235 The Cove Road","HALLETT COVE",SA,5158,01/01/2012,
PR-00006436,,"Waikerie Primary School Council Inc","Waikerie Primary School Council Inc","23 Coombe Terrace",WAIKERIE,SA,5330,01/01/2012,
PR-00006437,,"Walkerville Primary School Council Inc","Walkerville Primary School Council Inc","PO BOX 20",WALKERVILLE,SA,5081,01/01/2012,
PR-00006438,,"Wallaroo Primary School Council Inc","Wallaroo Primary School Council Inc","12A Hughes Street",WALLAROO,SA,5556,01/01/2012,
PR-00006439,,"Warradale Community Children's Centre Inc","Warradale Community Children's Centre Inc","PO Box 326","PARK HOLME",SA,5043,01/01/2012,
PR-00006440,,"Warradale Primary School Council Inc","Warradale Primary School Council Inc","Warradale Primary, Keynes Avenue",WARRADALE,SA,5046,01/01/2012,
PR-00006441,,"Wattle Range Council","Wattle Range Council","PO Box 27 ",MILLICENT,SA,5280,01/01/2012,
PR-00006442,,"West Beach Primary School Council Inc","West Beach Primary School Council Inc","3 Woodhead St","WEST BEACH",SA,5024,01/01/2012,
PR-00006443,,"WEST LAKES SHORE SCHOOL R-7 SCHOOL COUNCIL INC","West Lakes Shore Schools Council Inc","Edwin St","WEST LAKES SHORE",SA,5020,01/01/2012,
PR-00006445,,"Westminster School Inc","Westminster School Inc","Alison Ave",MARION,SA,5043,01/01/2012,
PR-00006446,,"Westport Primary School Council Inc","Westport Primary School Council Inc","53 West St","SEMAPHORE PARK",SA,5019,01/01/2012,
PR-00006447,,"Whyalla Town Primary School Governing Council","Whyalla Town Primary School Governing Council","3-9 Walls Street",WHYALLA,SA,5600,01/01/2012,
PR-00006449,,"Williamstown Primary School Council Inc","Williamstown Primary School Council Inc","1 Margaret Street",WILLIAMSTOWN,SA,5351,01/01/2012,
PR-00006450,,"Willunga Primary School Council Inc","Willunga Primary School Council Inc","58 Cudmore Rd",MCCRACKEN,SA,5211,01/01/2012,
PR-00006451,,"Woodcroft College Incorporated","Woodcroft College OSHC","PO Box 48","MORPHETT VALE",SA,5162,01/01/2012,
PR-00006452,,"Woodend Primary School Council Inc","Woodend Primary School Council Inc","Woodend Primary School, Edward Beck Dr","SHEIDOW PARK",SA,5158,01/01/2012,
PR-00006453,,"Woodside Primary School Governing Council","Woodside Primary School Governing Council","23 Moffett Street",WOODSIDE,SA,5244,01/01/2012,
PR-00006454,,"Woodville Gardens School (B-6) Children's Centre for Early Childhood Development & Parenting","Woodville Gardens School (B-6) Children's Centre (Child Care)","Ridley Grove School, 18 Ridley Gr","WOODVILLE GARDENS",SA,5012,01/01/2012,
PR-00006455,,"Woodville Primary School Parent Community","Woodville Primary School Parent Community","Woodville P/S, Evans St",WOODVILLE,SA,5011,01/01/2012,
PR-00006456,,"Jennifer Worden","Ms Jennifer Worden","26 Susan St","ST AGNES",SA,5097,01/01/2012,
PR-00006458,,"Wynn Vale Schools OSHC","Wynn Vale Schools OSHC","17-19 Sunnybrook Drive","WYNN VALE",SA,5127,01/01/2012,
PR-00006459,,"Yahl Primary School Council Inc.","Yahl Primary School Council Inc.","PO Box 3354","MOUNT GAMBIER",SA,5290,01/01/2012,
PR-00006460,,"Yankalilla Area School Council Inc","Yankalilla Area School Council Inc","207 Main Road",YANKALILLA,SA,5203,01/01/2012,
PR-00006461,,"Mr George Yannis & Mrs Thelma Yannis","Mr George Yannis & Mrs Thelma Yannis","53 Highfield Avenue","ST GEORGE",SA,5064,01/01/2012,
PR-00006462,,"Yawarra Children's Services Inc","Yawarra Children's Services Inc","67 Kesters Road","PARA HILLS WEST",SA,5096,01/01/2012,
PR-00006463,,"YMCA of South Australia Inc","3 October 2025 - Initial assessment","PO Box 126","RUNDLE MALL",SA,5000,01/01/2012,
PR-00011445,,"PLAYFORD PRIMARY SCHOOL COUNCIL INC","Playford Primary School","216 ADAMS RD",CRAIGMORE,SA,5114,16/12/2025,
PR-00011626,,"Tjitji Tjapu Tjuta Childcare Centre",,"PO Box 300, Coober Pedy SA 5723","COOBER PEDY",SA,5723,26/11/2025,
PR-40009939,,"D.A. & C.C. Mathews","Nurtured Sprouts Childcare","PO Box 327","MORPHETT VALE",SA,5162,21/02/2017,
PR-40010009,,"Garden College","Garden College Early Learning Centre","PO Box 2092","SALISBURY DOWNS",SA,5108,24/02/2017,
PR-40010219,,"The Trustee for JB & BJ OSHC TRUST",,"1 Settlers Dr","WEST LAKES",SA,5021,27/02/2017,
PR-40010460,,"GSE Star Pty Ltd as Trustee for GSE Star Unit Trust",,"7 William St","MORPHETT VALE",SA,5162,01/06/2017,
PR-40025261,,"Echoes Montessori Pty Ltd","Echoes Montessori","PO Box 4036","TRANMERE NORTH",SA,5073,09/04/2021,
PR-40025270,,"H.I SONI & I.B SONI",,"L 1  84 North Tce","KENT TOWN",SA,5067,01/06/2021,
PR-40025371,,"Children's Early Learning Academy PTY LTD",,"6, Sixth Street","MURRAY BRIDGE",SA,5253,01/06/2021,
PR-40025433,,"ROSTREVOR COLLEGE","Rostrevor College","Rostrevor College, 67-91 Glen Stuart Rd",WOODFORDE,SA,5072,20/12/2021,
PR-40025631,,"WINIC Pty Ltd",,"PO Box 446",STIRLING,SA,5152,23/03/2021,
PR-00011171,,"ST MICHAELS LUTHERAN SCHOOL HAHNDORF",,"6 BALHANNAH RD",HAHNDORF,SA,5245,02/10/2025,
PR-00011253,,"THE LITTLE WINGS ELC PTY LTD","The Little Wings ELC","45A RELLUM RD",GREENACRES,SA,5086,20/11/2025,"If the approved provider submits PA08 notifications to add person/s with management and control, the person/s will be required to complete National Law testing in accordance with Section 14 (3) of the National Law, unless this has successfully been completed in another jurisdiction."
PR-00011271,,"EVANSTON GDNS PRIMARY SCHOOL COUNCIL INC",,"Evanston Gardens Primary School, 71 Angle Vale Road","Evanston Gardens",SA,5116,25/11/2025,
PR-00011305,,"WOODLANDS EDINBURGH PTY LTD","WOODLANDS EDINBURGH","1-5 STURTON RD",EDINBURGH,SA,5111,01/12/2025,
PR-40017946,,"Goolwa Primary School Council Inc","Goolwa Primary School OSHC","Gardiner Street",GOOLWA,SA,5214,18/12/2018,
PR-40017953,,"Kozy Kids Golden Grove Pty Ltd","Kozy Kids Golden Grove Pty Ltd","Lot 901  The Golden Way","GOLDEN GROVE",SA,5125,05/11/2018,
PR-40018046,,"Precious Cargo Plympton Pty Ltd","Precious Cargo Plympton","PO Box 1691","MOUNT BARKER",SA,5251,14/11/2018,
PR-40018129,,"Mount Barker Family House Inc","Mount Barker Community Centre","3 Dumas St","MOUNT BARKER",SA,5251,07/03/2019,
PR-40018589,,"AO Education (Salisbury) Pty Ltd","Confident Kids Child Care & Early Learning Salisbury","PO Box 7505","WEST LAKES",SA,5021,26/03/2019,
PR-40002706,,"Mac's Emporium Pty Ltd","Mac's Emporium Pty Ltd","13 Rosemary St","WOODVILLE WEST",SA,5011,28/11/2014,
PR-40002717,,"MCLAREN FLAT PRIMARY SCHOOL COUNCIL","McLaren Flat Primary School Governing Council Incorporated","McLaren Flat Primary School, 49 Main Rd","MCLAREN FLAT",SA,5171,28/11/2014,
PR-40002915,,"Macclesfield Primary School Governing Council","Macclesfield Primary School Governing Council","Macclesfield Primary School, 1 Luck St",MACCLESFIELD,SA,5153,02/07/2015,
PR-40006829,,"Adelaide Early Learning Centre Pty Ltd","Adelaide Early Learning Centre Pty Ltd","L 1, 66 King William St",ADELAIDE,SA,5000,22/03/2016,
PR-00010196,,"MONASH PRIMARY AND PRESCHOOL GOVERNING COUNCIL INC","Monash OSHC","MONASH PRIMARY SCHOOL, 22 JACKSON ST",MONASH,SA,5342,03/12/2024,
PR-00010222,,"CROOKMONT PTY LIMITED","Jessie's Place","32 ACKLAND AV","CHRISTIES BEACH",SA,5165,29/01/2025,
PR-00010284,,"Rochelle Anne Nagel","Watch Me Grow Family Day Care","6 COOKE ST","MURRAY BRIDGE",SA,5253,23/01/2025,
PR-40022738,,"Bree-Bee's Early Learning Services PTY LTD","Cummins Early Learning Centre","PO Box 2770","PORT LINCOLN",SA,5606,02/07/2020,
PR-00007116,,"Nuriootpa Community Children's Centre Inc","Nuriootpa Community Children's Centre Inc","14 Park Avenue",NURIOOTPA,SA,5355,01/01/2012,
PR-00007126,,"Yankalilla Community Children's Centre Inc","Yankalilla Community Children's Centre Inc","208 MAIN SOUTH RD",YANKALILLA,SA,5203,01/01/2012,
PR-40014114,,"Faith Lutheran College Inc","Faith Lutheran College Early Learning Centre","130 Magnolia Rd",TANUNDA,SA,5352,21/12/2017,
PR-40014138,,"SADDLEWORTH PRIMARY SCHOOL COUNCIL INC","SADDLEWORTH PRIMARY SCHOOL COUNCIL INC","7 Saddle Road",SADDLEWORTH,SA,5413,15/03/2018,
PR-40014161,,"PRECIOUS CARGO WELLAND PTY LTD","Precious Cargo Welland","PO Box 1691","MT BARKER",SA,5251,12/02/2018,
PR-40014293,,"Catholic Church Early Years Incorporated",,"PO Box 179","TORRENSVILLE PLAZA",SA,5031,19/01/2018,
PR-40014331,,"Precious Cargo Gilbert Place Pty Ltd","Precious Cargo Gilbert Place","PO Box 1691","MOUNT BARKER",SA,5251,13/02/2018,
PR-40014332,,"Precious Cargo Port Adelaide Pty Ltd","Precious Cargo Port Adelaide","PO Box 1691","MOUNT BARKER",SA,5251,12/02/2018,
PR-40014571,,"Precious Cargo Marion Pty Ltd","Precious Cargo Marion","PO Box 1691","MOUNT BARKER",SA,5251,13/02/2018,
PR-40014572,,"Treasured Tots Brahma Lodge Pty Ltd","Treasured Tots Brahma Lodge","PO Box 1691","MOUNT BARKER",SA,5251,12/02/2018,
PR-40014643,,"Precious Cargo Lockleys Pty Ltd","Precious Cargo Lockleys","PO Box 1691","MOUNT BARKER",SA,5251,05/03/2018,
PR-40001123,,"St Agnes Primary School Governing Council Inc","St Agnes OSHC","250 Smart Rd","ST AGNES",SA,5097,03/10/2013,
PR-40001142,,"Mrs Maria Morello","Morello's OSHC & Vacation Care","6 Amberley Ct",FINDON,SA,5023,27/09/2013,
PR-40001154,,"Watervale Primary School Governing Council Inc","Watervale OSHC","27 Main North Road",WATERVALE,SA,5452,25/10/2013,
PR-40001253,,"Montessori House Pty Ltd","Adelaide Montessori","131a Morphett Rd",MORPHETTVILLE,SA,5043,18/12/2013,
PR-40001361,,"HAPPY HAVEN OSHC PTY LTD","Happy Haven OSHC","PO Box 318","MODBURY NORTH",SA,5092,20/12/2013,
PR-40001376,,"Marion Primary School Council Inc","Marion Primary School Council Inc","Marion Primary School, 2-22 Malcolm Ave",MARION,SA,5043,10/02/2014,
PR-40001420,,"O'Halloran Hill Childcare Pty Ltd","O'Halloran Hill Childcare Pty Ltd","2 Cypress Dr","MORPHETT VALE",SA,5162,20/12/2013,
PR-40001423,,"Felixstow Primary School Governing Council Incorporated","Felixstow Primary School Governing Council Incorporated","5-11 Briar Rd",FELIXSTOW,SA,5070,30/12/2013,
PR-40030110,,"Parndana Community Children's Centre Incorporated","Parndana Community Children's Centre","9 Anzac Street",PARNDANA,SA,5220,01/09/2022,
PR-40030595,,"WESTCARE EARLY LEARNING CENTRE PTY LTD","Westcare Early Learning Centre","4 Kybunga Tce","LARGS NORTH",SA,5016,13/12/2022,
PR-40028240,,"TRACEY THORNHILL EARLY CHILDHOOD BUSINESS CONSULTANT PTY LTD","Elite Early Education","60 Broadway","SOUTH BRIGHTON",SA,5048,22/02/2022,
PR-40028353,,"Dara Village Incorporated","Dara School","4 Gordon Terrace",MORPETTVILLE,SA,5043,03/03/2022,
PR-40028515,,"ARMAGHAN'S EARLY LEARNING CENTRE PTY LTD","Armaghan's Early Learning Centre","940 North East Rd",MODBURY,SA,5092,01/07/2022,
PR-40028601,,"Lotus Education Pty Ltd",,"U 2  11-13 Ormond Ave",CLEARVIEW,SA,5085,20/05/2022,
PR-40028939,,"AO EDUCATION (HOLDEN HILL) PTY LTD","Confident Kids Childcare & Early Learning Holden Hill","PO Box 7505","WEST LAKES",SA,5021,31/05/2022,
PR-40029055,,"BUSY KIDS STREAKY BAY PTY LTD","Busy Kids Streaky Bay","762 Gawler One Tree Hill Rd",BIBARINGA,SA,5118,19/08/2022,
PR-40005026,,"AO EDUCATION PTY LTD",,"PO Box 7505","WEST LAKES",SA,5021,11/09/2015,
PR-40005176,,"PRECIOUS CARGO BLACKWOOD PTY LTD","Precious Cargo Blackwood P/L","PO Box 1691","MOUNT BARKER",SA,5251,25/08/2015,
PR-40012472,,"Investigator College Incorporated","Investigator College","Lot 1  Bacchus Rd","VICTOR HARBOR",SA,5211,09/02/2018,
PR-40012859,,"Home2Home Early Education and Care Pty Ltd","Home2Home Early Education and Care Pty Ltd","407 Anzac Hwy","CAMDEN PARK",SA,5038,04/12/2017,
PR-40012942,,"Josephine Carmen Zotti","Play Learn Thrive Early Learning Centre","10 Stafford St",ADELAIDE,SA,5000,08/02/2018,
PR-40036087,,"MCKAY CHILDREN'S CENTRE CHILDCARE INCORPORATED",,"7 Scott St",PENOLA,SA,5277,04/03/2024,
PR-00006844,,"South Australian Commission for Catholic Schools Incorporated","South Australian Commission for Catholic Schools Incorporated","PO BOX 179","TORRENSVILLE PLAZA",SA,5031,01/01/2012,
PR-00006845,,"Blackfriars Priory School Incorporated","Blackfriars Priory School Incorporated","PO Box 86",PROSPECT,SA,5082,01/01/2012,
PR-00006846,,"Brompton Children's Centre Incorporated","Brompton Children's Centre Incorporated","1 Wattle Street",BROMPTON,SA,5007,01/01/2012,
PR-00006847,,"Campbelltown Community Children's Services Inc","Campbelltown Community Children's Services Inc","163A Montacute Rd",NEWTON,SA,5074,01/01/2012,
PR-00006849,,"Chancery Lane Montessori Pre-School Pty Ltd","Chancery Lane Montessori Pre-School Pty Ltd","PO Box 4036","TRANMERE NORTH",SA,5073,01/01/2012,
PR-00006850,,"Grey Ward Children's Centre Inc","Grey Ward Children's Centre Inc","253 Wright Street",ADELAIDE,SA,5000,01/01/2012,
PR-00006851,,"Halifax St Children's Centre & Preschool Inc","Halifax St Children's Centre & Preschool","257 Halifax St ",ADELAIDE,SA,5000,01/01/2012,
PR-00006853,,"Memorial Oval Primary School Governing Council","Memorial Oval Primary School Governing Council","PO BOX 408",WHYALLA,SA,5600,01/01/2012,
PR-00006854,,"TYNDALE CHRISTIAN SCHOOL - STRATHALBYN INCORPORATED.","Tyndale Christian School - Strathalbyn Inc","Tyndale Christian School Strat, 28 East Tce",STRATHALBYN,SA,5255,01/01/2012,
PR-00006855,,"Pembroke School Incorporated","Pembroke School Early Learning Centre","4 Holden Street","KENSINGTON PARK",SA,5068,01/01/2012,
PR-00006856,,"Portside Christian College Inc","Portside Christian College","1 CAUSEWAY RD","NEW PORT",SA,5015,01/01/2012,
PR-00006857,,"Salisbury Lutheran Kindergarten","Salisbury Lutheran Kindergarten","10 Waterloo Corner Road",SALISBURY,SA,5108,01/01/2012,
PR-00006858,,"Southern Montessori Education Centre Inc","Southern Montessori Education Centre","53 Galloway Road","O'SULLIVAN BEACH",SA,5166,01/01/2012,
PR-00006859,,"St George College","St George College","54 Rose Street ","MILE END ",SA,5031,01/01/2012,
PR-00006860,,"CONCORDIA COLLEGE INC","Concordia College Inc","20 Highgate Street",HIGHGATE,SA,5063,01/01/2012,
PR-00006861,,"St Martins Lutheran College","St Martins Lutheran College","St Martins Drive","MOUNT GAMBIER",SA,5290,01/01/2012,
PR-00006865,,"Seventh-day Adventist Schools (South Australia) Limited","Seventh-day Adventist Schools (South Australia) Limited","140 Pimpala Road","MORPHETT VALE",SA,5162,01/01/2012,
PR-00006893,,"Fairview Park Primary School Governing Council Inc",,"Nepondi Court","FAIRVIEW PARK",SA,5126,01/01/2012,
PR-00006903,,"Flinders Park Primary School Council Inc - Fulham North Combined",,"1 Cheadle Street","HENLEY BEACH",SA,5022,01/01/2012,
PR-40026963,,"LITTLE SHINING STAR EARLY LEARNING CENTRE POORAKA PTY LTD","Little Shining Stars Early Learning Centre - Pooraka","21 KATOOMBA RD",BEAUMONT,SA,5066,01/12/2021,
PR-40011949,,"Advanced Early Learning Centre Pty Ltd","Advanced Early Learning Centre Pty Ltd","362 Portrush Rd",TUSMORE,SA,5065,27/06/2017,
PR-40012000,,"EZ Education PTY LTD",,"593 Glynburn Rd","HAZELWOOD PARK",SA,5066,13/12/2017,
PR-40012084,,"Gatehouse Montessori Pty Ltd","Gatehouse Montessori","8 Yarrow Cres","HOPE VALLEY",SA,5090,27/07/2017,
PR-40012129,,"Wendy's ELC Management Pty Ltd",,"47 Glen Osmond Rd",EASTWOOD,SA,5063,05/01/2018,
PR-40019889,,"DISTRICT COUNCIL OF KAROONDA EAST MURRAY","Mallee Kids Child Care","11 Railway Tce",KAROONDA,SA,5307,28/06/2019,
PR-40020190,,"Best Childcare Pty Ltd","Best Childcare Pty Ltd","PO Box 80","PORT WAKEFIELD",SA,5550,19/08/2019,
PR-00010629,,"Gawler Lutheran Schools Incorporated",,"IMMANUEL LUTHERAN SCHOOL, 11 LYNDOCH RD","GAWLER EAST",SA,5118,15/05/2025,
PR-00010635,,"INSPIRING GROWING MINDS PTY LTD",,"41 KAURI PDE",SEACLIFF,SA,5049,21/05/2025,
PR-00005977,,"Aberfoyle Campus School OSHC Inc","Aberfoyle Campus Schools Outside School Hours Care Inc School of the Nativity","PO Box 433","FLAGSTAFF HILL",SA,5159,01/01/2012,
PR-00005978,,"Aberfoyle Hub Community Childrens Centre","Aberfoyle Hub Community Childrens Centre","Aberfoyle Hub Child Care Centr, 34 Taylors Rd","ABERFOYLE PARK",SA,5159,01/01/2012,
