"Provider Approval Number","Service Approval Number","Legal Name","Trading Name",Address,Suburb,State,Postcode,"Date Approval Granted",Conditions
PR-40032490,,"Imbrium Pty Ltd",,"14 Henry Kater Ave",BUNGARRIBEE,NSW,2767,06/06/2023,
PR-40032532,,"LILTON PTY LTD",,"27 Cliff Ave","PEAKHURST HEIGHTS",NSW,2210,10/07/2023,
PR-40032548,,"FAMILY CLUB PTY LTD","Family Club","179 Beattie St",BALMAIN,NSW,2041,08/08/2023,
PR-40032611,,"LITTLE LAMBS EARLY LEARNING ACADEMY PTY LTD","Lizzards Preschool, before and after school and vacation care","193 The Grand Pde",MONTEREY,NSW,2217,04/05/2023,
PR-40032614,,"LSMC CORPORATION PTY LTD",,"28-30 Jamieson Cl","HORSLEY PARK",NSW,2175,21/07/2023,
PR-40032625,,"JLF ENTERPRISES PTY LTD",,"PO Box 291",RAMSGATE,NSW,2217,11/10/2023,
PR-40032682,,"Lara Ghazi","Childs Way","PO Box 66",MERRYLANDS,NSW,2160,01/08/2023,
PR-40032685,,"Kids Retreat Pty Ltd as trustee for SG & LG FAMILY TRUST","Kids Retreat Early Learning Centre","51a Samuel St",PEAKHURST,NSW,2210,15/09/2023,
PR-40032687,,"Grow 2 Shine Pty Ltd","Grow 2 Shine","U 322  192 Caroline Chisholm Dr","WINSTON HILLS",NSW,2153,16/08/2023,
PR-40032689,,"BILBY BABY PTY LTD","Bilby family day care","128 Fiddens Wharf Rd",KILLARA,NSW,2071,22/09/2023,
PR-40032712,,"Little Voices Childcare Pty Ltd","Little Voices Childcare Pty Ltd","22 Leemon St","CONDELL PARK",NSW,2200,02/06/2023,
PR-40032773,,"KEATS KIDS EARLY LEARNING CENTRE PTY LTD",,"5 Keats St",CARLINGFORD,NSW,2118,11/08/2023,
PR-40032783,,"ELYON EDUCATION PTY LTD",,"8 Fletcher Ave",BLAKEHURST,NSW,2221,15/09/2023,
PR-40032793,,"Axios Management Pty Ltd","KU Children Services","31b Evans St","ORAN PARK",NSW,2570,26/07/2023,
PR-40032821,,"ST. WANNAS EDUCATION PTY LTD","Lakeside Creative Minds Early Learning and preschool","56 Stantsmore ave",PRESTONS,NSW,2170,12/05/2023,
PR-40032898,,"HP & PS PTY LTD","HP & PS PVT LTD","3 Dyinda Pl",MIRANDA,NSW,2228,14/09/2023,
PR-40032954,,"LAUGH AND GROW ACADEMY PTY LTD","Laugh and Grow Academy","242 NEW LINE RD",DURAL,NSW,2158,18/08/2023,
PR-40032997,,"SE Hakim PTY LTD",,"21 ROBERT ST","SANS SOUCI",NSW,2219,30/06/2023,
PR-40033018,,"A-SQUARED PARTNERS PTY LTD",,"232 Midson Road",BEECROFT,NSW,2119,26/10/2023,
PR-40033056,,"Damyoon Kim",,"20 Popov Ave",NEWINGTON,NSW,2127,23/08/2023,
PR-40033074,,"Sultan Gozubuyuk",,"18 Mullumbimby Ave","HOXTON PARK",NSW,2171,30/01/2024,
PR-40033087,,"ENLIGHT FAMILY DAY CARE SERVICES PTY LTD","ENLIGHT FAMILY DAY CARE SERVICES PTY LTD","241, Woodstock Ave",DHARRUK,NSW,2770,30/11/2023,
PR-40033109,,"PROLIFIC HOLDINGS PTY LTD",,"6 Rigney Pl","HARRINGTON PARK",NSW,2567,20/09/2023,
PR-40033117,,"DIVERSITY FAMILY DAY CARE PTY LTD","DIVERSITY FAMILY DAY CARE PTY LTD","3 Newmen Cl","WETHERILL PARK",NSW,2164,31/07/2023,
PR-40033122,,"JAYS KIDS PTY LTD","Billy Blue - Torrens","123 Broadarrow Rd",NARWEE,NSW,2209,05/09/2023,
PR-40033159,,"ARCHANGEL MICHAEL CHILDREN SERVICES PTY LTD",,"53-59 Methven Street","MOUNT DRUITT",NSW,2770,26/06/2023,
PR-40033160,,"Cassandra Jay Shaw",,"6 Parkway Drive",TUNCURRY,NSW,2428,11/08/2023,
PR-40033191,,"OCEAN EDUCA PTY LTD",,"7 Ray St",VAUCLUSE,NSW,2030,05/06/2023,
PR-40033212,,"First 2 Learn Pty Ltd","First 2 Learn","53 Walter St",MORTDALE,NSW,2223,08/12/2023,
PR-40033216,,"The Armidale School","The Armidale School","The Armidale School, 87 Douglas St",ARMIDALE,NSW,2350,21/12/2023,
PR-40033221,,"Chipmunks Belfield Pty Ltd",,"10 Downes Street",BELFIELD,NSW,2191,28/06/2023,
PR-40033262,,"Samantha Jane Selby",Jitterbugs,"26 Kookaburra Dr",GLENTHORNE,NSW,2430,19/09/2023,
PR-40033268,,"John Dzuy-Nam Nguyen",,"1 Aston St","HUNTERS HILL",NSW,2110,24/08/2023,
PR-40033325,,"ALLAMBIE HEIGHTS KINDY PTY LTD",,"80 Roosevelt Avenue","ALLAMBIE HEIGHTS",NSW,2100,23/06/2023,
PR-00003136,,"Eugowra Community Childrens Centre Incorporated","Eugowra Community Childrens Centre","PO Box 28",EUGOWRA,NSW,2806,01/09/2009,
PR-00003137,,"Ahmed Enterprises Pty Ltd","Ahmed Enterprises Pty Ltd","10 Blend Place",WOODCROFT,NSW,2767,01/09/2009,
PR-00003140,,"Gaiossa Pty Limited","Gaiossa Pty Limited","19 Bannerman Road",KENTHURST,NSW,2156,01/09/2009,
PR-00003142,,"St Stephens Belrose Kindergarten Inc","St Stephens Belrose Kindergarten Inc","12 Lockwood Ave","FRENCHS FOREST",NSW,2086,01/09/2009,
PR-00003145,,"Buthina Al Rabadi","Buthina Essa Mossa Al Rabadi","Duplex 1 26 Lamonerie Street",TOONGABBIE,NSW,2146,01/09/2009,
PR-00003146,,"Kidz Paradise Day Care Centre Pty Limited","Kidz Paradise Day Care Centre Pty Limited","8 Whiteman Lane","ELLIS LANE",NSW,2570,01/09/2009,
PR-00003147,,"Berrigan Children's Centre Association Incorporated","Berrigan Children's Centre Association Incorporated","PO Box 11",BERRIGAN,NSW,2712,01/09/2009,
PR-00003152,,"Day Care Services NSW Pty Ltd","Day Care Services NSW Pty Ltd","101 Wigram Street","HARRIS PARK",NSW,2150,01/09/2009,
PR-00003157,,"Killara Child Care Centre Pty Limited","Killara Child Care Centre Pty Limited","PO Box 388",ENFIELD,NSW,2136,08/04/2011,
PR-00003161,,"Falcam Pty Ltd","Falcam Pty Ltd","UNIT 18 6-8 PLEASANT AV","NORTH WOLLONGONG",NSW,2500,01/09/2009,
PR-00003167,,"Toxteth Kindergarten Incorporated","Toxteth Kindergarten Incorporated","49 Johnston St",ANNANDALE,NSW,2038,01/09/2009,
PR-00003169,,"Randwick Open Care For Kids Inc","Randwick Open Care For Kids Inc","30 Waratah Avenue",RANDWICK,NSW,2031,01/09/2009,
PR-00003170,,"Anderson Day Care Pty Limited","Anderson Day Care Pty Limited","411 Anzac Pde",KINGSFORD,NSW,2032,01/09/2009,
PR-00003171,,"Baulkham Hills Preschool Kindergarten Incorporated","Baulkham Hills Preschool Kindergarten Incorporated","PO Box 8","BAULKHAM HILLS",NSW,2153,01/09/2009,
PR-00003172,,"Eurobodalla Shire Council","Eurobodalla Shire Council","PO Box 99",MORUYA,NSW,2537,01/09/2009,
PR-00003173,,"Hornsby Central Preschool Kindergarten Pty Ltd","Hornsby Central Preschool Kindergarten Pty Ltd","Unit 511/1C Burdett St",HORNSBY,NSW,2077,01/09/2009,
PR-00003174,,"Kizjupe Pty Limited","Kizjupe Pty Limited","125 Annangrove Rd",ANNANGROVE,NSW,2156,01/09/2009,
PR-00003175,,"Merindah Childrens Centre Inc","Merindah Childrens Centre Inc","P.O BOX 73",WALLSEND,NSW,2287,01/09/2009,
PR-00003176,,"St Andrews Church Community Pre School Incorporated","St Andrews Church Community Pre School Incorporated","PO Box 105",WICKHAM,NSW,2293,01/09/2009,
PR-00003178,,"Inner City Care (Darlinghurst) Ltd","Inner City Care (Darlinghurst) Ltd","Inner City Care Childcare Centre, 700 Harris St",ULTIMO,NSW,2007,01/09/2009,
PR-00003179,,"Filipino Community Co-Operative Limited","Filipino Community Co-Operative Limited","32 Anderson Avenue","MOUNT PRITCHARD",NSW,2170,01/09/2009,
PR-00003181,,"Asteve Pty Ltd","Asteve Pty Ltd","19 Brigantine Street","BYRON BAY",NSW,2481,01/09/2009,
PR-00003182,,"Monaro Mobile Pre-School Inc","Monaro Mobile Pre-School Inc","P.O Box 886",COOMA,NSW,2630,01/09/2009,
PR-00003187,,"SHINE EARLY LEARNING PTY LTD","Shine Preschool Carlingford Pty Ltd","54 Dryden Avenue",CARLINGFORD,NSW,2118,01/09/2009,
PR-00003188,,"Micjos Group Pty Limited","Micjos Group Pty Limited","39 Constance St",GUILDFORD,NSW,2161,24/05/2010,
PR-00003189,,"Lalor Park Preschool Kindergarten Association Incorporated","Lalor Park Preschool Kindergarten Association Incorporated","PO Box 4134","LALOR PARK",NSW,2147,01/09/2009,
PR-00003191,,"Sid Arida","Sid Arida","101 Bettington Rd",OATLANDS,NSW,2117,01/09/2009,
PR-00003192,,"Marie Callista Priyanthie Ariyasinghe","Marie Callista Priyanthie Ariyasinghe","2 White Street",STRATHFIELD,NSW,2135,01/09/2009,
PR-00003193,,"Murrumbateman Early Childhood Centre Association Inc","Murrumbateman Early Childhood Centre Association Inc","43 Rose St",MURRUMBATEMAN,NSW,2582,01/09/2009,
PR-00003195,,"Natalie Jane Armytage","Natalie Jane Armytage","4 Stow Place",ILLAWONG,NSW,2234,01/09/2009,
PR-00003197,,"Cammeray Children's Centre Inc","Cammeray Children's Centre Inc","PO Box 578",CAMMERAY,NSW,2062,01/09/2009,
PR-00003198,,"Gumnut Cottage Incorporated","Gumnut Cottage Incorporated","GUMNUT COTTAGE, 65 PERRY DR","COFFS HARBOUR",NSW,2450,01/09/2009,
PR-00003199,,"Kenthurst Pre-School Kindergarten","Kenthurst Pre-School Kindergarten","PO Box 352",KENTHURST,NSW,2156,01/09/2009,
PR-00003201,,"Drummoyne Pre-School Kindergarten Incorporated","Drummoyne Pre-School Kindergarten Incorporated","PO Box 155",DRUMMOYNE,NSW,1470,01/09/2009,
PR-00003204,,"M & R Child Care Centre Pty Ltd","M & R Child Care Centre Pty Ltd","26 Bradman Ave","ST CLAIR",NSW,2759,30/08/2011,
PR-00003205,,"Auburn Montessori Academy Pty Ltd","Auburn Montessori Academy Pty Ltd","14 -16 Albert Road",AUBURN,NSW,2144,01/09/2009,
PR-00003206,,"Burwood Montessori Academy Pty Ltd","Burwood Montessori Academy Pty Ltd","60-70 Parramatta Rd","SUMMER HILL",NSW,2130,01/09/2009,
PR-00003207,,"Condell Park Montessori Academy Pty Ltd","Condell Park Montessori Academy Pty Ltd","60-70 Parramatta Rd","SUMMER HILL",NSW,2130,29/11/2010,
PR-00003212,,"Bexley Jack & Jill Pre-School Inc","Bexley Jack & Jill Pre-School Inc","Jack and Jill Kindergarten, 131 Queen Victoria St",BEXLEY,NSW,2207,01/09/2009,
PR-00003214,,"St Barsoum Pty Ltd","St Barsoum Pty Ltd","50 Godfrey St","HURSTVILLE GROVE",NSW,2220,01/09/2009,
PR-00003215,,"A & M Attalla Pty Limited","A & M Attalla Pty Limited","8 Lockwood Street",MERRYLANDS,NSW,2160,30/10/2009,
PR-00003217,,"Tiny Tots Kindergarten & Childcare Centre Pty Ltd","Tiny Tots Kindergarten & Childcare Centre Pty Ltd","117 Banksia Road",GREENACRE,NSW,2190,01/09/2009,
PR-00003221,,"Bunyan Pty Ltd","Bunyan Pty Ltd","22 Nelson Street","MT DRUITT",NSW,2770,01/09/2009,
PR-00003222,,"Cathryn Enid Louise Austin","Cathryn Enid Louise Austin","PO Box 864",TUMUT,NSW,2720,01/09/2009,
PR-00003223,,"Beecroft Buddies Childcare Centre Pty Ltd","Beecroft Buddies Childcare Centre Pty Ltd","11 Marlborough Place","ST IVES",NSW,2075,01/09/2009,
PR-00003225,,"Busy Bee Long Day Child Care Pty Ltd","Busy Bee Long Day Child Care Pty Ltd","3 Marinea street",ARNCLIFFE,NSW,2205,01/09/2009,
PR-00003228,,"Trinity Pre-School Pty Ltd","Trinity Pre-School Pty Ltd","66 Bonds Road",PEAKHURST,NSW,2210,01/09/2009,
PR-00003229,,"Galaxy Foundation Limited","Galaxy Foundation Limited","Sule College, 163 Kurrajong Road",PRESTONS,NSW,2170,01/09/2009,
PR-00003231,,"Crows Nest Kindergarten Pty Ltd","Crows Nest Kindergarten Pty Ltd","PO Box 414",GORDON,NSW,2072,01/09/2009,
PR-00003232,,"Nakhle Group Pty Ltd","Nakhle Group Pty Ltd","2 Seymour Pde",BELFIELD,NSW,2191,27/04/2010,
PR-00003233,,"Pascal Azzi","Pascal Azzi","36 Grimson Crescent",LIVERPOOL,NSW,2170,01/09/2009,
PR-00003234,,"Siobhan Piper","Siobhan Marie Bacon","ST BERNARDS CONVENT, 33 EDWARD ST",BOTANY,NSW,2019,01/09/2009,
PR-00003236,,"Teamdove Pty Limited","Teamdove Pty Limited","Rear 59 Rawson Road",GREENACRE,NSW,2190,01/09/2009,
PR-00003238,,"Kindamindi Co-Op Ltd","Kindamindi Co-Op Ltd","1 Illawong Avenue",BONDI,NSW,2026,01/09/2009,
PR-00003239,,"St Lukes Preschool Dapto Inc","St Lukes Preschool Dapto Inc","PO Box 5",DAPTO,NSW,2530,01/09/2009,
PR-00003241,,"Shoalhaven Community Pre School Inc","Shoalhaven Community Pre School Inc","PO Box 153",NOWRA,NSW,2541,01/09/2009,
PR-00003243,,"Australia Sun Pty Ltd","Australia Sun Pty Ltd","71-73 Duke Street",CAMPSIE,NSW,2194,01/09/2009,
PR-00003245,,"Leeton Preschool Assoc Inc","Leeton Preschool Assoc Inc","PO Box 766",LEETON,NSW,2705,01/09/2009,
PR-00003247,,"Northside Montessori Society","Northside Montessori Society","42 Bobbin Head Rd",PYMBLE,NSW,2073,01/09/2009,
PR-00003251,,"SYDNEY CHILD CARE COLLEGE PTY. LTD.","Sydney Child Care College Pty Ltd","148-150 Smith Street","PENDLE HILL",NSW,2145,08/09/2010,
PR-00003254,,"Centrepoint Childcare Pty Ltd","Westfield (Childcare) Services Pty Ltd","Centrepoint Shopping Centre, Level 2 374-388 Peel Street",TAMWORTH,NSW,2340,01/09/2009,
PR-00003256,,"GWYDIR DISTRICT MOBILE PRE SCHOOL","Gwydir Mobile Children's Services Incorporated","PO Box 48",MOREE,NSW,2400,01/09/2009,
PR-00003257,,"Adventureland Preschool Inc","Adventureland Preschool Inc","81B BUTLER ST",ARMIDALE,NSW,2350,01/09/2009,
PR-00003259,,"Jayanthimala Balendra","Jayanthi Balendra","96 Adderley St",AUBURN,NSW,2144,01/09/2009,
PR-00003260,,"Burren Junction Pre-School Association Inc","Burren Junction Pre-School Association Inc","The Secretary, Burren junction Preschool, PO Box 2","BURREN JUNCTION",NSW,2386,01/09/2009,
PR-00003261,,"Burrumbuttock Pre School Centre Inc","Burrumbuttock Pre School Centre Inc","Lutheran Church Hall, Howlong Road",BURRUMBUTTOCK,NSW,2642,01/09/2009,
PR-00003262,,"Western Sydney Local Health District","Western Sydney Local Health District","Locked Bag 7118",PARRAMATTA,NSW,2124,25/11/2010,
PR-00003264,,"Mathoura Pre School Inc","Mathoura Pre School Inc","29 Mathoura Street",MATHOURA,NSW,2710,01/09/2009,
PR-00003266,,"Rochie Barber","Rochie Barber","13-15 Gowrie Avenue","BONDI JUNCTION",NSW,2022,01/09/2009,
PR-00003268,,"Debbie Marie Barden","Debbie Marie Barden","22 Drapers Road","COLO VALE",NSW,2575,01/09/2009,
PR-00003269,,"Masada College","Masada College","Masada College High School, 9-15 Link Rd","ST IVES",NSW,2075,01/09/2009,
PR-00003270,,"Davbark Pty Ltd","Davbark Pty Ltd","PO Box 220","MACARTHUR SQUARE",NSW,2560,01/09/2009,
PR-00003271,,"Childcare Nsw Pty Ltd","Childcare Nsw Pty Ltd","PO BOX 5368",WOLLONGONG,NSW,2520,01/09/2009,
PR-00003272,,"Paike Pty Ltd","Paike Pty Ltd","60-62 Georges River Crescent","OYSTER BAY",NSW,2225,01/09/2009,
PR-00003273,,"Gorokan Preschool Inc","Gorokan Preschool Inc","8-12 Balmoral Drive",GOROKAN,NSW,2263,01/09/2009,
PR-00003274,,"Miss Sara Barnes","Sara Eliza Barnes","35 The Lanes",KIRKHAM,NSW,2570,09/08/2011,
PR-00003276,,"Albert Hall Preschool (NSW) Pty Ltd","Albert Hall Preschool (NSW) Pty Ltd","65 Albert St",FRESHWATER,NSW,2096,13/01/2010,
PR-00003277,,"The Council of The City of Sydney","The Council of The City of Sydney","GPO Box 1591",SYDNEY,NSW,2001,01/09/2009,
PR-00003279,,"Enfant De Terre Pty Ltd","Enfant De Terre Pty Ltd","456A Terrigal Dr",TERRIGAL,NSW,2260,24/01/2011,
PR-00003280,,"LBCCC Pty Ltd","LBCCC Pty Ltd","28 Lalor Rd","QUAKERS HILL",NSW,2763,09/08/2010,
PR-00003284,,"Tick-Tock Services Pty Ltd","Tick-Tock Services Pty Ltd","PO Box 67","MILSONS POINT",NSW,1565,04/05/2011,
PR-00003285,,"Little Achievers Kindergarten Pty Ltd","Little Achievers Kindergarten Pty Ltd","PO BOX 4021",OATLEY,NSW,2223,11/05/2011,
PR-00003287,,"Vicki Bassin","Vicki Bassin","14 Anglesea Street",BONDI,NSW,2026,01/09/2009,
PR-00003288,,"Childcare Australia United Ltd","Childcare Australia United Ltd","473 PRINCES HWY",KIRRAWEE,NSW,2232,01/06/2011,
PR-00003289,,"Kirrawee Child Care Centre Pty Ltd","Kirrawee Child Care Centre Pty Ltd","PO Box 301",GYMEA,NSW,2227,01/09/2009,
PR-00003292,,"Little Miracles (Caringbah) Pty Ltd ATF Little Miracles (Caringbah) Trust","Little Miracles (Caringbah) Pty Ltd","6a Pioneer Ave",TUGGERAH,NSW,2259,17/08/2011,
PR-00003293,,"Little Miracles (Point Clare) Pty Ltd","Little Miracles (Point Clare) Pty Ltd","6a Pioneer Ave",TUGGERAH,NSW,2259,15/09/2011,
PR-00003294,,"Kookaburra Korner Early Education Centre Inc","Kookaburra Korner Early Education Centre Inc","12 Woodberry Street",RUTHERFORD,NSW,2320,01/09/2009,
PR-00003295,,"WOODVILLE ALLIANCE LIMITED","Woodville Alliance Limited","PO Box 468",VILLAWOOD,NSW,2163,01/09/2009,
PR-00003298,,"Illawarra Association For Christian Parent-Controlled Education","Illawarra Association For Christian Parent-Controlled Education","234 Calderwood Rd",CALDERWOOD,NSW,2527,25/07/2011,
PR-00003300,,"KOORANA CHILD & FAMILY SERVICES LTD","Koorana Child & Family Services Ltd","PO Box 403",BELMORE,NSW,2192,01/09/2009,
PR-00003301,,"Jennifer May Bax","Jennifer May Bax","2b Colbran Avenue",KENTHURST,NSW,2156,01/09/2009,
PR-00003303,,"Towri Aboriginal Corporation","Towri Aboriginal Corporation","PO Box 1873",BATHURST,NSW,2795,17/01/2011,
PR-00003305,,"Enjaydee Pty Limited","Enjaydee Pty Limited","1 Buruda Place","ERSKINE PARK",NSW,2759,01/09/2009,
PR-00003306,,"Pow Place Community Child Care Centre Ltd","Pow Place Community Child Care Centre Ltd","C/- Prince of Wales Hospital, Barker St",RANDWICK,NSW,2031,01/09/2009,
PR-00003307,,"Shining Stars Childcare Centre Pty Limited","Shining Stars Childcare Centre Pty Limited","3 Monterey Ave",MONTEREY,NSW,2217,11/01/2010,
PR-00003309,,"Rose-Hill Montessori Kindergarten Pty Ltd","Rose-Hill Montessori Kindergarten Pty Ltd","46 WESTON ST",ROSEHILL,NSW,2142,01/09/2009,
PR-00003311,,"Lyrebird Pre-School Kindergarten Nowra East Inc","Lyrebird Pre-School Kindergarten Nowra East Inc","PO Box 4014","NOWRA EAST",NSW,2541,01/09/2009,
PR-00003313,,"Basin View Child Care Centre Pty Ltd","Basin View Child Care Centre Pty Ltd","PO BOX 55","ST GEORGES BASIN",NSW,2540,01/09/2009,
PR-00003315,,"Belmont North Pre-School Incorporated","Belmont North Pre-School Incorporated","10 Nikkin Street",BELMONT,NSW,2280,01/09/2009,
PR-00007895,,"Figtree Heights Public School Parents and Citizens' Association","Figtree Heights Out of School Hours Care (OOSH)","14 St George Avenue",FIGTREE,NSW,2525,19/11/2013,
PR-00007897,,"FLASCA INC","FLASCA INC","FOREST LODGE PUBLIC SCHOOL, 231-233 BRIDGE RD","FOREST LODGE",NSW,2037,02/12/2013,
PR-00007899,,"Belair Community Out of School Hours Centre Incorporated","Belair OOSH","PO Box 197",KOTARA,NSW,2289,17/09/2013,
PR-00007902,,"Blacktown South Children's Activities Centre Incorporated","Blacktown South Children's Activities Centre Inc","PO BOX 986",BLACKTOWN,NSW,2148,07/11/2013,
PR-00007903,,"Hillsborough OOSH Pty Ltd","Hillsborough OOSH","PO BOX 427","WARNERS BAY",NSW,2282,27/05/2013,
PR-00007905,,"Tolivera Holdings Pty Ltd","Galaxy Outside School Hours","PO Box 628",COOGEE,NSW,2034,04/09/2013,
PR-00007906,,"Blackheath Area Neighbourhood Centre Incorporated","Blackheath Area Neighbourhood Centre Incorporated","110 Wentworth St",BLACKHEATH,NSW,2785,03/10/2013,
PR-00007907,,"Engadine West Public School Parents & Citizens' Association","Engadine West Public School P&C Assoc","Engadine West Public School, 4 Buckle Ave",ENGADINE,NSW,2233,01/10/2013,
PR-00007909,,"Dubbo Neighbourhood Centre Ltd.","Connecting Community Services","PO Box 1021, 31-33 Church Street",DUBBO,NSW,2830,17/10/2013,
PR-00007910,,"Cherrybrook OOSH Care Incorporated","Cherrybrook OOSH Care Incorporated","PO BOX 109",CHERRYBROOK,NSW,2126,21/08/2013,
PR-00007913,,"Oatley OOSHCare Incorporated","Oatley Out of School Hours Care Centre","PO BOX 263",OATLEY,NSW,2223,24/10/2013,
PR-00007914,,"Boronia Park Care Centre Inc","Yaraandoo Life Centre","113 Pittwater Road","HUNTERS HILL",NSW,2110,03/07/2013,
PR-00007918,,"Cubby College Pty Limited",,"81 Correys Ave",CONCORD,NSW,2137,13/05/2013,
PR-00007923,,"Bilgola Plateau Public School Parents & Citizens' Association","Bilgola Plateau After School Care","148a Plateau Rd","BILGOLA PLATEAU",NSW,2107,09/12/2013,
PR-00007924,,"Hills Before and After School Care Pty Ltd",,"PO BOX 8239","BAULKHAM HILLS",NSW,2154,18/11/2013,
PR-00007927,,"Heathcote Public School Parents & Citizens' Association","Heathcote Public School Parents & Citizens' Association","PO BOX 262",ENGADINE,NSW,2233,02/10/2013,
PR-00007928,,"Anzac Road Before & After School Care Incorporated","Anzac Road Before & After School Care Incorporated","1d Anzac Road",MENAI,NSW,2234,01/10/2013,
PR-00007929,,"Grays Point Activity Centre Incorporated","Grays Point Activity Centre Inc","GPAC, 109 Angle Road","GRAYS POINT",NSW,2232,11/10/2013,
PR-00007930,,"Cubbyhouse Childcare Australia Pty Ltd ATF Cubbyhouse Childcare Australia Unit Trust",,"PO BOX 8239","BAULKHAM HILLS",NSW,2153,21/01/2013,
PR-00007931,,"Heathcote East Public School Parents & Citizens' Association","Heathcote East Public School P&C OSHC","5 Mimosa St",HEATHCOTE,NSW,2233,07/11/2013,
PR-00007934,,"Ryde East Out of School Hours Care Centre Incorporated","Ryde East Out of School Hours Care Centre Inc","C/- Ryde East Primary School, 12 Twin Road","NORTH RYDE",NSW,2113,13/09/2013,
PR-00007941,,"Coogee Care Centre Incorporated","Coogee Care Centre Incorporated","Coogee Public School, Byron Street",COOGEE,NSW,2034,03/12/2013,
PR-00007945,,"The Cottage OSHC","The Cottage OSHC Incorporated","Glenmore Road Public School, 20 Cambridge Street",PADDINGTON,NSW,2021,30/05/2013,
PR-00007946,,"Kidz Klub Pty Ltd","Kidz Klub","147 Jamison Rd",PENRITH,NSW,2750,04/04/2013,
PR-00007949,,"Campbelltown Anglican Schools Council","Broughton Anglican College","PO Box 438",CAMPBELLTOWN,NSW,2560,24/10/2013,
PR-00007950,,"Kurrajong East Public School Parents & Citizens' Association","Kurrajong East OOSH","891 East Kurrajong Road","EAST KURRAJONG",NSW,2758,17/12/2013,
PR-00007951,,"Darlington Aftercare Association Inc","DARLINGTON AFTERCARE ASSOCIATION INC","Corner Abercrombie Street & Golden Grove Street",DARLINGTON,NSW,2008,02/12/2013,
PR-00007959,,"Karleen Gomez",,"33 Burragate Crescent",PRESTONS,NSW,2170,15/08/2013,
PR-00007960,,"K T Services Pty Limited","KT OOSH Services","PO BOX 4350","PITT TOWN",NSW,2756,23/09/2013,
PR-00007965,,"Vacy Public School Parents & Citizens Association","Vacy Before & After School Care","C/- Vacy Public School, 786 Gresford Road,",VACY,NSW,2421,26/11/2013,
PR-00007966,,"Bishop Tyrrell Anglican College",,"PO BOX 294",WALLSEND,NSW,2287,29/11/2013,
PR-00007967,,"Klik Industries P/L","Mad Hatter House","24 Hastings St",WAUCHOPE,NSW,2446,11/03/2013,
PR-00007972,,"Hilltop Road Before and After School Centre Inc","Hilltop Road Before and After School Centre Inc","81 HILLTOP RD",MERRYLANDS,NSW,2160,19/12/2013,
PR-00007975,,"Wagga Wagga East Before and After School Care Centre Incorporated","Wagga Wagga East Before and After School Care Inc","PO Box 8149",KOORINGAL,NSW,2650,30/10/2013,
PR-00007976,,"Lycee Condorcet - The French School of Sydney Ltd","Lycee Condorcet - The International French School of Sydney","758 Anzac Parade",MAROUBRA,NSW,2035,11/06/2013,
PR-00007981,,"South Turramurra Out of School Care Incorporated","South Turramurra Out of School Hours Care Incorporated","174 Kissing Point Road",TURRAMURRA,NSW,2074,27/09/2013,
PR-00007982,,"Thornleigh West Out Of School Hours Care Incorporated","Thornleigh West Out Of School Hours Care Incorporated","Giblett Avenue",THORNLEIGH,NSW,2120,27/09/2013,
PR-00007983,,"Curl Curl North Public School Parents & Citizens' Association","Curly Kids OOSH","Curl Curl North Public School, Playfair Road","NORTH CURL CURL",NSW,2099,01/10/2013,
PR-00007984,,"Alphabeta Business Management Services P/L ATF Alphabeta Business Management Services Trust","Alphabeta  OOSH","3 Elliott St",BELFIELD,NSW,2191,23/08/2013,
PR-00007989,,"Got Game Care Inc","Got Game","41 Meagher Avenue",MAROUBRA,NSW,2035,05/09/2012,
PR-00007990,,"Epping North Outside School Hours Care Program Inc.","Epping North OSHCP","Epping North School, 89-119 Boundary Rd","NORTH EPPING",NSW,2121,22/05/2013,
PR-00007991,,"MINDCHAMPS EARLY LEARNING 8 PTY. LIMITED",,"10 DARCY ST",PARRAMATTA,NSW,2150,28/08/2012,
PR-00007992,,"Bishop Druitt College Inc","Bishop Druitt College","PO BOX 8004","COFFS HARBOUR",NSW,2450,30/09/2013,
PR-00007994,,"Mid-Mountains Out of School Hours Service (MMOOSH) Incorporated",MMOOSH,"PO BOX 104",HAZELBROOK,NSW,2779,06/11/2013,
PR-00007995,,"King Park Community Centre Before and After School Care Inc","KP Kids","King Park Public School, 31 Humphries Rd",WAKELEY,NSW,2176,09/09/2013,
PR-00007997,,"POOSH Care Incorporated","POOSH Care Inc","Poosh care Inc, Crown Rd",PYMBLE,NSW,2073,30/08/2013,
PR-00007998,,"Roslyn Anne Sparks",,"PO BOX 580","MOSS VALE",NSW,2577,05/09/2013,
PR-00007999,,"Nicole Emily Becker",,"PO BOX 134","ANNA BAY",NSW,2316,30/08/2012,
PR-00008001,,"Bay & Basin Community Resources Limited","Bay & Basin Community Resources Limited","18 Sanctuary Point Road","SANCTUARY POINT",NSW,2540,24/10/2013,
PR-00008002,,"Jodee-Anne Bain",,"46 Turon Avenue","BAULKHAM HILLS",NSW,2153,17/01/2014,
PR-00008004,,"Currawong Childrens Services Pty Ltd","Maroubra Bay Care Centre","C/- Maroubra Bay Public School, Duncan Street",MAROUBRA,NSW,2035,09/01/2014,
PR-00008007,,"Jannali Public School Parents & Citizens' Association","Jannali Before & After School Care","107-121 Sutherland Road",JANNALI,NSW,2226,19/11/2013,
